max_insertion_loss_db,min_return_loss_db,characteristic_impedance_ohm,insertion_loss_1MHz_db,insertion_loss_1MHz_db_per_m,insertion_loss_10MHz_db,insertion_loss_10MHz_db_per_m,insertion_loss_100MHz_db,insertion_loss_100MHz_db_per_m,insertion_loss_500MHz_db,insertion_loss_500MHz_db_per_m,insertion_loss_750MHz_db,insertion_loss_750MHz_db_per_m,insertion_loss_1GHz_db,insertion_loss_1GHz_db_per_m,insertion_loss_1500MHz_db,insertion_loss_1500MHz_db_per_m,insertion_loss_3GHz_db,insertion_loss_3GHz_db_per_m,filename,description,num_points,frequency_start_hz,frequency_stop_hz
-18.54,-2.0558,50.92,-0.1766,-0.1749,-0.2704,-0.2677,-0.8788,-0.8701,-2.1063,-2.0855,-2.4678,-2.4433,-3.1974,-3.1658,-3.9292,-3.8903,-8.4832,-8.3992,sweep_01.s2p,nan,201,300000.0,6000000000.0
