lane_id,channel,rate_gbps,linked,eye_csv,eye_area_ratio,zero_error_fraction,eye_height_mv,eye_width_ui,eye_png,margin_csv,link_margin_mv,error_onset_mv,num_margin_points,num_margin_runs
fwd_3g,forward,3.0,True,eye_fwd_3g.csv,0.195312,0.171875,118.125,0.875,eye_fwd_3g.png,margin_fwd_3g.csv,50.0,,37,4
fwd_6g,forward,6.0,True,eye_fwd_6g.csv,0.133789,0.110352,157.5,0.6875,eye_fwd_6g.png,margin_fwd_6g.csv,110.0,100.0,35,4
rev_187m_fwd3g,reverse,0.1875,True,eye_rev_187m_fwd3g.csv,0.21875,0.1875,137.812,2.0,eye_rev_187m_fwd3g.png,margin_rev_187m_fwd3g.csv,130.0,120.0,16,4
rev_187m_fwd6g,reverse,0.1875,True,eye_rev_187m_fwd6g.csv,0.1875,0.150391,118.125,2.0,eye_rev_187m_fwd6g.png,margin_rev_187m_fwd6g.csv,110.0,100.0,18,4
