profile_id,condition,cable_length_mm,session_id,date,operator,measurement_method,measurement_instrument,num_measurements,mean_cable_mass_g,std_cable_mass_g,min_cable_mass_g,max_cable_mass_g,median_cable_mass_g,mean_cable_mass_g_per_cm,std_cable_mass_g_per_cm
coax_molex_1000650128,500mm,500.0,20260618_01,2026-06-18,Federico,digital_balance,Mettler Toledo,1,0.466,,0.466,0.466,0.466,0.00932,
