lane_id,channel,rate_gbps,linked,eye_csv,eye_area_ratio,zero_error_fraction,eye_height_mv,eye_width_ui,eye_png,margin_csv,link_margin_mv,error_onset_mv,num_margin_points,num_margin_runs
fwd_3g,forward,3.0,True,eye_fwd_3g.csv,0.187012,0.154541,187.031,0.78125,eye_fwd_3g.png,margin_fwd_3g.csv,50.0,,37,3
fwd_6g,forward,6.0,True,eye_fwd_6g.csv,0.093018,0.063232,118.125,0.625,eye_fwd_6g.png,margin_fwd_6g.csv,290.0,280.0,17,3
rev_187m,reverse,0.1875,True,eye_rev_187m.csv,0.093018,0.049561,59.062,2.0,eye_rev_187m.png,margin_rev_187m.csv,150.0,140.0,14,3
