condition,cable_length_mm,n_sessions,total_measurements,mean_roundtrip_resistance_ohm,std_roundtrip_resistance_ohm,mean_roundtrip_resistance_ohm_per_m,std_roundtrip_resistance_ohm_per_m
1120mm,1120.0,1,3,1.623167,,1.449256,
