filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.4958,-24.4329,0.4958,170.3881
sweep_01.s2p,30298500.0,-1.0018,-18.5861,1.0018,55.595
sweep_01.s2p,60297000.0,-1.4026,-44.8524,1.4026,50.066
sweep_01.s2p,90295500.0,-1.7902,-21.9427,1.7902,59.4791
sweep_01.s2p,120294000.0,-1.9959,-32.6156,1.9959,49.1737
sweep_01.s2p,150292500.0,-2.4535,-21.5394,2.4535,42.4307
sweep_01.s2p,180291000.0,-2.4991,-38.6039,2.4991,49.7944
sweep_01.s2p,210289500.0,-2.7511,-21.2251,2.7511,44.1113
sweep_01.s2p,240288000.0,-2.9216,-33.2564,2.9216,45.4245
sweep_01.s2p,270286500.0,-3.1906,-18.6786,3.1906,41.2528
sweep_01.s2p,300285000.0,-3.3882,-20.3869,3.3882,41.9981
sweep_01.s2p,330283500.0,-3.5398,-22.8003,3.5398,39.3741
sweep_01.s2p,360282000.0,-3.8101,-17.7872,3.8101,41.0622
sweep_01.s2p,390280500.0,-3.8035,-22.9076,3.8035,50.4598
sweep_01.s2p,420279000.0,-3.9791,-16.5838,3.9791,36.798
sweep_01.s2p,450277500.0,-3.9897,-22.9193,3.9897,48.144
sweep_01.s2p,480276000.0,-4.3192,-16.2054,4.3192,54.9891
sweep_01.s2p,510274500.0,-4.4163,-18.3915,4.4163,43.9974
sweep_01.s2p,540273000.0,-4.4841,-17.752,4.4841,57.4701
sweep_01.s2p,570271500.0,-4.6255,-16.5923,4.6255,55.4697
sweep_01.s2p,600270000.0,-4.7188,-18.0777,4.7188,56.7905
sweep_01.s2p,630268500.0,-4.9042,-15.0581,4.9042,64.3044
sweep_01.s2p,660267000.0,-4.9306,-19.0502,4.9306,60.834
sweep_01.s2p,690265500.0,-5.1309,-15.3512,5.1309,63.1542
sweep_01.s2p,720264000.0,-5.1833,-17.6378,5.1833,57.9423
sweep_01.s2p,750262500.0,-5.2992,-15.4004,5.2992,64.1517
sweep_01.s2p,780261000.0,-5.3767,-16.3167,5.3767,56.9857
sweep_01.s2p,810259500.0,-5.6097,-14.8612,5.6097,45.6106
sweep_01.s2p,840258000.0,-5.6612,-15.3917,5.6612,56.7176
sweep_01.s2p,870256500.0,-5.75,-15.6059,5.75,44.0515
sweep_01.s2p,900255000.0,-5.9288,-13.6909,5.9288,37.7456
sweep_01.s2p,930253500.0,-5.9967,-16.2081,5.9967,43.1094
sweep_01.s2p,960252000.0,-6.317,-12.1818,6.317,35.3119
sweep_01.s2p,990250500.0,-6.2635,-15.0318,6.2635,36.4519
sweep_01.s2p,1020249000.0,-6.488,-12.3308,6.488,35.8381
sweep_01.s2p,1050247500.0,-6.5197,-13.6759,6.5197,36.0902
sweep_01.s2p,1080246000.0,-6.6792,-13.1182,6.6792,32.4061
sweep_01.s2p,1110244500.0,-6.8421,-11.5891,6.8421,34.7938
sweep_01.s2p,1140243000.0,-6.8598,-13.296,6.8598,41.0732
sweep_01.s2p,1170241500.0,-7.1931,-10.1215,7.1931,30.614
sweep_01.s2p,1200240000.0,-7.0655,-12.5984,7.0655,42.5241
sweep_01.s2p,1230238500.0,-7.4089,-9.7505,7.4089,43.9267
sweep_01.s2p,1260237000.0,-7.3791,-10.5802,7.3791,39.2843
sweep_01.s2p,1290235500.0,-7.5549,-10.1537,7.5549,58.6135
sweep_01.s2p,1320234000.0,-7.7218,-9.3052,7.7218,51.2508
sweep_01.s2p,1350232500.0,-7.6817,-10.7215,7.6817,59.1127
sweep_01.s2p,1380231000.0,-8.0445,-8.7329,8.0445,76.2081
sweep_01.s2p,1410229500.0,-7.9142,-10.3617,7.9142,67.2111
sweep_01.s2p,1440228000.0,-8.245,-8.6789,8.245,75.8852
sweep_01.s2p,1470226500.0,-8.1553,-9.663,8.1553,78.4766
sweep_01.s2p,1500225000.0,-8.3512,-8.8401,8.3512,80.2563
sweep_01.s2p,1530223500.0,-8.4258,-8.4789,8.4258,76.7955
sweep_01.s2p,1560222000.0,-8.3033,-9.7175,8.3033,65.0676
sweep_01.s2p,1590220500.0,-8.5197,-8.6278,8.5197,70.2322
sweep_01.s2p,1620219000.0,-8.5201,-9.5588,8.5201,55.9761
sweep_01.s2p,1650217500.0,-8.8521,-8.3733,8.8521,45.4711
sweep_01.s2p,1680216000.0,-8.6929,-10.1109,8.6929,50.0737
sweep_01.s2p,1710214500.0,-9.0129,-8.9134,9.0129,39.5828
sweep_01.s2p,1740213000.0,-9.0087,-9.6104,9.0087,38.7602
sweep_01.s2p,1770211500.0,-9.1918,-9.6741,9.1918,38.7074
sweep_01.s2p,1800210000.0,-9.3807,-9.0197,9.3807,35.3986
sweep_01.s2p,1830208500.0,-9.3763,-10.2511,9.3763,35.6868
sweep_01.s2p,1860207000.0,-9.8155,-8.148,9.8155,34.2481
sweep_01.s2p,1890205500.0,-9.6277,-9.8537,9.6277,35.8735
sweep_01.s2p,1920204000.0,-10.0954,-7.9284,10.0954,32.1401
sweep_01.s2p,1950202500.0,-10.0191,-8.7431,10.0191,35.9656
sweep_01.s2p,1980201000.0,-10.3076,-8.1455,10.3076,37.1994
sweep_01.s2p,2010199500.0,-10.4444,-7.6091,10.4444,34.226
sweep_01.s2p,2040198000.0,-10.342,-8.7318,10.342,47.538
sweep_01.s2p,2070196500.0,-10.7931,-6.9353,10.7931,44.7933
sweep_01.s2p,2100195000.0,-10.5466,-8.0493,10.5466,49.8971
sweep_01.s2p,2130193500.0,-10.9667,-6.8339,10.9667,66.9589
sweep_01.s2p,2160192000.0,-10.8074,-7.451,10.8074,62.574
sweep_01.s2p,2190190500.0,-11.0795,-6.9484,11.0795,69.1954
sweep_01.s2p,2220189000.0,-11.1458,-6.7715,11.1458,75.5144
sweep_01.s2p,2250187500.0,-11.1153,-7.3159,11.1153,71.8809
sweep_01.s2p,2280186000.0,-11.5011,-6.3531,11.5011,74.7766
sweep_01.s2p,2310184500.0,-11.317,-7.1599,11.317,72.3266
sweep_01.s2p,2340183000.0,-11.7221,-6.2001,11.7221,72.6549
sweep_01.s2p,2370181500.0,-11.494,-6.8771,11.494,68.2264
sweep_01.s2p,2400180000.0,-11.7259,-6.4533,11.7259,60.6476
sweep_01.s2p,2430178500.0,-11.6652,-6.5441,11.6652,61.8881
sweep_01.s2p,2460177000.0,-11.7108,-6.9239,11.7108,51.8321
