phase,vth,polarity,hits,errors
0,0,0,16681,0
0,0,1,16146,0
0,2,0,16671,0
0,2,1,16074,2
0,4,0,16765,1
0,4,1,16059,40
0,6,0,16621,12
0,6,1,16158,128
0,8,0,16639,49
0,8,1,16124,401
0,10,0,16612,251
0,10,1,16198,1064
0,12,0,16684,796
0,12,1,16120,2119
0,14,0,16763,1619
0,14,1,16183,3442
0,16,0,16794,3041
0,16,1,16021,4964
0,18,0,16602,4485
0,18,1,16132,6585
0,20,0,16639,6120
0,20,1,16118,7790
0,22,0,16643,7332
0,22,1,16126,8696
0,24,0,16523,8306
0,24,1,16044,9470
0,26,0,16662,9341
0,26,1,16073,10274
0,28,0,16669,10309
0,28,1,16059,11379
0,30,0,16632,11779
0,30,1,15984,12702
0,32,0,16680,13371
0,32,1,16097,14177
0,34,0,16762,14851
0,34,1,16060,15223
0,36,0,16656,15874
0,36,1,16009,15783
0,38,0,16646,16474
0,38,1,16068,16033
0,40,0,16666,16642
0,40,1,16053,16052
0,42,0,16520,16520
0,42,1,16171,16171
0,44,0,16463,16463
0,44,1,16141,16141
0,46,0,16614,16614
0,46,1,16048,16048
0,48,0,16598,16598
0,48,1,16084,16084
0,50,0,16634,16634
0,50,1,16118,16118
0,52,0,16627,16627
0,52,1,16090,16090
0,54,0,16664,16664
0,54,1,15978,15978
0,56,0,16646,16646
0,56,1,16079,16079
0,58,0,16633,16633
0,58,1,16170,16170
0,60,0,16523,16523
0,60,1,16150,16150
0,62,0,16639,16639
0,62,1,16149,16149
2,0,0,16759,0
2,0,1,16053,0
2,2,0,16745,0
2,2,1,16016,3
2,4,0,16757,0
2,4,1,16134,32
2,6,0,16693,8
2,6,1,16062,130
2,8,0,16582,65
2,8,1,16073,432
2,10,0,16665,252
2,10,1,16065,1060
2,12,0,16631,743
2,12,1,16119,2129
2,14,0,16546,1657
2,14,1,16065,3435
2,16,0,16775,2924
2,16,1,16017,4908
2,18,0,16733,4534
2,18,1,16242,6586
2,20,0,16580,5982
2,20,1,16085,7696
2,22,0,16642,7386
2,22,1,16214,8728
2,24,0,16624,8412
2,24,1,16180,9374
2,26,0,16707,9299
2,26,1,16130,10282
2,28,0,16726,10305
2,28,1,16087,11314
2,30,0,16534,11474
2,30,1,16121,12751
2,32,0,16629,13159
2,32,1,16085,14080
2,34,0,16709,14880
2,34,1,16069,15195
2,36,0,16637,15830
2,36,1,16097,15877
2,38,0,16617,16425
2,38,1,16105,16065
2,40,0,16584,16552
2,40,1,16032,16030
2,42,0,16614,16612
2,42,1,16011,16011
2,44,0,16642,16642
2,44,1,16072,16072
2,46,0,16616,16616
2,46,1,16048,16048
2,48,0,16595,16595
2,48,1,16042,16042
2,50,0,16702,16702
2,50,1,16032,16032
2,52,0,16672,16672
2,52,1,16066,16066
2,54,0,16586,16586
2,54,1,16041,16041
2,56,0,16645,16645
2,56,1,16025,16025
2,58,0,16656,16656
2,58,1,16060,16060
2,60,0,16722,16722
2,60,1,16082,16082
2,62,0,16644,16644
2,62,1,16033,16033
4,0,0,16707,0
4,0,1,16114,1
4,2,0,16629,0
4,2,1,16120,3
4,4,0,16633,1
4,4,1,16126,36
4,6,0,16670,6
4,6,1,16128,131
4,8,0,16602,71
4,8,1,16110,401
4,10,0,16711,275
4,10,1,16204,1014
4,12,0,16701,767
4,12,1,16161,2093
4,14,0,16704,1819
4,14,1,16011,3380
4,16,0,16577,3035
4,16,1,16024,4950
4,18,0,16618,4518
4,18,1,16030,6467
4,20,0,16574,6026
4,20,1,16196,7678
4,22,0,16645,7434
4,22,1,16114,8585
4,24,0,16607,8283
4,24,1,16038,9394
4,26,0,16683,9357
4,26,1,16093,10254
4,28,0,16703,10388
4,28,1,16087,11331
4,30,0,16677,11620
4,30,1,16127,12771
4,32,0,16676,13286
4,32,1,16073,14116
4,34,0,16640,14789
4,34,1,15986,15133
4,36,0,16601,15800
4,36,1,16121,15887
4,38,0,16563,16395
4,38,1,16023,15993
4,40,0,16609,16578
4,40,1,16114,16112
4,42,0,16691,16691
4,42,1,16049,16049
4,44,0,16533,16533
4,44,1,16020,16020
4,46,0,16469,16469
4,46,1,16156,16156
4,48,0,16612,16612
4,48,1,16120,16120
4,50,0,16636,16636
4,50,1,16024,16024
4,52,0,16588,16588
4,52,1,16090,16090
4,54,0,16576,16576
4,54,1,16093,16093
4,56,0,16644,16644
4,56,1,16039,16039
4,58,0,16511,16511
