condition,cable_length_mm,n_sessions,total_measurements,mean_roundtrip_resistance_ohm,std_roundtrip_resistance_ohm,mean_roundtrip_resistance_ohm_per_m,std_roundtrip_resistance_ohm_per_m
500mm,500.0,1,3,2.2476,,4.4952,
