phase,vth,polarity,hits,errors
0,0,0,16377,14
0,0,1,16282,25
0,2,0,16322,106
0,2,1,16370,144
0,4,0,16330,504
0,4,1,16336,576
0,6,0,16388,1358
0,6,1,16438,1516
0,8,0,16367,2843
0,8,1,16389,2851
0,10,0,16269,4538
0,10,1,16287,4383
0,12,0,16219,6168
0,12,1,16378,5813
0,14,0,16336,7343
0,14,1,16352,7060
0,16,0,16402,7978
0,16,1,16388,7780
0,18,0,16274,8068
0,18,1,16319,7960
0,20,0,16208,8780
0,20,1,16493,8508
0,22,0,16231,10669
0,22,1,16442,10321
0,24,0,16253,12453
0,24,1,16310,12079
0,26,0,16147,14183
0,26,1,16461,14118
0,28,0,16172,15754
0,28,1,16448,15959
0,30,0,16138,16122
0,30,1,16519,16511
0,32,0,16252,16252
0,32,1,16322,16322
0,34,0,16169,16169
0,34,1,16385,16385
0,36,0,16240,16240
0,36,1,16402,16402
0,38,0,16205,16205
0,38,1,16382,16382
0,40,0,16233,16233
0,40,1,16298,16298
0,42,0,16211,16211
0,42,1,16351,16351
0,44,0,16218,16218
0,44,1,16387,16387
0,46,0,16061,16061
0,46,1,16412,16412
0,48,0,16244,16244
0,48,1,16257,16257
0,50,0,16164,16164
0,50,1,16388,16388
0,52,0,16195,16195
0,52,1,16286,16286
0,54,0,16214,16214
0,54,1,16329,16329
0,56,0,16131,16131
0,56,1,16329,16329
0,58,0,16242,16242
0,58,1,16450,16450
0,60,0,16347,16347
0,60,1,16411,16411
0,62,0,16085,16085
0,62,1,16396,16396
2,0,0,16310,417
2,0,1,16265,530
2,2,0,16411,1325
2,2,1,16362,1443
2,4,0,16220,2516
2,4,1,16529,2671
2,6,0,16377,4104
2,6,1,16361,4007
2,8,0,16356,5718
2,8,1,16412,5272
2,10,0,16321,6990
2,10,1,16374,6554
2,12,0,16439,7805
2,12,1,16501,7597
2,14,0,16090,7952
2,14,1,16438,8008
2,16,0,16211,8035
2,16,1,16419,8029
2,18,0,16165,8103
2,18,1,16484,8079
2,20,0,16233,9103
2,20,1,16351,8749
2,22,0,16260,10999
2,22,1,16470,10650
2,24,0,16201,12446
2,24,1,16440,12256
2,26,0,16253,14379
2,26,1,16410,14035
2,28,0,16142,15746
2,28,1,16407,15908
2,30,0,16301,16273
2,30,1,16354,16341
2,32,0,16187,16187
2,32,1,16542,16542
2,34,0,16272,16272
2,34,1,16426,16426
2,36,0,16215,16215
2,36,1,16397,16397
2,38,0,16145,16145
2,38,1,16360,16360
2,40,0,16155,16155
2,40,1,16460,16460
2,42,0,16146,16146
2,42,1,16436,16436
2,44,0,16202,16202
2,44,1,16340,16340
2,46,0,16090,16090
2,46,1,16515,16515
2,48,0,16133,16133
2,48,1,16407,16407
2,50,0,16248,16248
2,50,1,16501,16501
2,52,0,16187,16187
2,52,1,16414,16414
2,54,0,16210,16210
2,54,1,16339,16339
2,56,0,16134,16134
2,56,1,16341,16341
2,58,0,16157,16157
2,58,1,16380,16380
2,60,0,16337,16337
2,60,1,16385,16385
2,62,0,16188,16188
2,62,1,16513,16513
4,0,0,16341,2642
4,0,1,16437,2636
4,2,0,16306,4026
4,2,1,16424,3905
4,4,0,16273,5579
4,4,1,16365,5095
4,6,0,16319,6893
4,6,1,16332,6242
4,8,0,16324,7608
4,8,1,16336,7294
4,10,0,16261,7966
4,10,1,16326,7808
4,12,0,16135,7975
4,12,1,16418,8014
4,14,0,16290,8071
4,14,1,16497,8070
4,16,0,16209,8036
4,16,1,16279,8015
4,18,0,16184,8268
4,18,1,16360,8143
4,20,0,16225,9306
4,20,1,16502,9019
4,22,0,16202,11284
4,22,1,16378,10788
4,24,0,16186,12659
4,24,1,16412,12344
4,26,0,16255,14202
4,26,1,16476,13919
4,28,0,16115,15687
4,28,1,16397,15786
4,30,0,16059,16019
4,30,1,16373,16353
4,32,0,16155,16154
4,32,1,16383,16383
4,34,0,16291,16291
4,34,1,16309,16309
4,36,0,16247,16247
4,36,1,16408,16408
4,38,0,16259,16259
4,38,1,16366,16366
4,40,0,16209,16209
4,40,1,16387,16387
4,42,0,16180,16180
4,42,1,16375,16375
4,44,0,16276,16276
4,44,1,16436,16436
4,46,0,16138,16138
4,46,1,16569,16569
4,48,0,16197,16197
4,48,1,16414,16414
4,50,0,16213,16213
4,50,1,16476,16476
4,52,0,16164,16164
4,52,1,16398,16398
4,54,0,16131,16131
4,54,1,16311,16311
4,56,0,16175,16175
4,56,1,16231,16231
4,58,0,16206,16206
4,58,1,16259,16259
4,60,0,16294,16294
4,60,1,16514,16514
4,62,0,16207,16207
4,62,1,16400,16400
6,0,0,16163,3212
6,0,1,16530,2986
6,2,0,16191,4407
6,2,1,16588,4323
6,4,0,16222,5578
6,4,1,16683,5710
6,6,0,16212,6464
6,6,1,16733,6815
6,8,0,16191,7301
6,8,1,16491,7500
6,10,0,16220,7719
6,10,1,16516,7963
6,12,0,16225,8003
6,12,1,16315,7992
6,14,0,16271,8014
6,14,1,16356,7989
6,16,0,16292,8073
6,16,1,16407,8035
6,18,0,16282,8459
6,18,1,16478,8133
6,20,0,16231,9714
6,20,1,16475,9393
6,22,0,16095,11334
6,22,1,16399,11033
6,24,0,16179,12702
6,24,1,16416,12425
6,26,0,16162,14222
6,26,1,16368,13950
6,28,0,16150,15677
6,28,1,16356,15614
6,30,0,16150,16110
6,30,1,16417,16387
6,32,0,16165,16165
6,32,1,16380,16380
6,34,0,16280,16280
6,34,1,16400,16400
6,36,0,16137,16137
6,36,1,16413,16413
6,38,0,16116,16116
6,38,1,16391,16391
6,40,0,16276,16276
6,40,1,16464,16464
6,42,0,16223,16223
6,42,1,16381,16381
6,44,0,16198,16198
6,44,1,16513,16513
6,46,0,16217,16217
6,46,1,16323,16323
6,48,0,16162,16162
6,48,1,16367,16367
6,50,0,16206,16206
6,50,1,16439,16439
6,52,0,16249,16249
6,52,1,16354,16354
6,54,0,16192,16192
6,54,1,16416,16416
6,56,0,16121,16121
6,56,1,16399,16399
6,58,0,16184,16184
6,58,1,16284,16284
6,60,0,16212,16212
6,60,1,16440,16440
6,62,0,16177,16177
6,62,1,16405,16405
8,0,0,16184,712
8,0,1,16621,458
8,2,0,16258,1533
8,2,1,16528,1119
8,4,0,16164,2681
8,4,1,16608,2205
8,6,0,16192,3746
8,6,1,16657,3448
8,8,0,16213,4698
8,8,1,16477,4645
8,10,0,16197,5778
8,10,1,16605,5859
8,12,0,16170,6799
8,12,1,16567,6956
8,14,0,16230,7469
8,14,1,16435,7550
8,16,0,16175,7859
8,16,1,16431,8029
8,18,0,16279,8660
8,18,1,16285,8258
8,20,0,16246,9906
8,20,1,16315,9487
8,22,0,16181,11344
8,22,1,16341,10977
8,24,0,16173,12665
8,24,1,16454,12393
8,26,0,16214,14183
8,26,1,16416,13678
8,28,0,16221,15560
8,28,1,16391,15364
8,30,0,16149,16082
8,30,1,16444,16357
8,32,0,16222,16220
8,32,1,16528,16528
8,34,0,16110,16110
8,34,1,16478,16478
8,36,0,16216,16216
8,36,1,16412,16412
8,38,0,16236,16236
8,38,1,16312,16312
8,40,0,16289,16289
8,40,1,16528,16528
8,42,0,16177,16177
8,42,1,16344,16344
8,44,0,16136,16136
8,44,1,16389,16389
8,46,0,16239,16239
8,46,1,16324,16324
8,48,0,16244,16244
8,48,1,16335,16335
8,50,0,16249,16249
8,50,1,16365,16365
8,52,0,16159,16159
8,52,1,16339,16339
8,54,0,16246,16246
8,54,1,16395,16395
8,56,0,16187,16187
8,56,1,16316,16316
8,58,0,16215,16215
8,58,1,16460,16460
8,60,0,16254,16254
8,60,1,16313,16313
8,62,0,16109,16109
8,62,1,16428,16428
10,0,0,16257,30
10,0,1,16569,8
10,2,0,16179,154
10,2,1,16461,82
10,4,0,16180,557
10,4,1,16538,318
10,6,0,16179,1324
10,6,1,16558,871
