phase,vth,polarity,hits,errors
0,0,0,16572,0
0,0,1,16176,0
0,2,0,16569,0
0,2,1,16187,0
0,4,0,16436,0
0,4,1,16239,0
0,6,0,16529,0
0,6,1,16288,0
0,8,0,16492,0
0,8,1,16265,0
0,10,0,16509,3
0,10,1,16244,1
0,12,0,16555,9
0,12,1,16231,6
0,14,0,16519,70
0,14,1,16157,59
0,16,0,16666,274
0,16,1,16323,281
0,18,0,16473,730
0,18,1,16188,770
0,20,0,16504,1668
0,20,1,16118,1845
0,22,0,16607,3425
0,22,1,16039,3476
0,24,0,16444,5405
0,24,1,16276,5887
0,26,0,16710,8503
0,26,1,16179,8526
0,28,0,16569,11253
0,28,1,16250,11221
0,30,0,16543,13539
0,30,1,16202,13633
0,32,0,16576,15132
0,32,1,16324,15292
0,34,0,16410,16032
0,34,1,16284,16042
0,36,0,16343,16234
0,36,1,16306,16258
0,38,0,16312,16296
0,38,1,16272,16270
0,40,0,16387,16385
0,40,1,16235,16235
0,42,0,16419,16419
0,42,1,16195,16195
0,44,0,16350,16350
0,44,1,16186,16186
0,46,0,16401,16401
0,46,1,16289,16289
0,48,0,16356,16356
0,48,1,16251,16251
0,50,0,16168,16168
0,50,1,16225,16225
0,52,0,16466,16466
0,52,1,16121,16121
0,54,0,16382,16382
0,54,1,16250,16250
0,56,0,16338,16338
0,56,1,16332,16332
0,58,0,16468,16468
0,58,1,16301,16301
0,60,0,16448,16448
0,60,1,16332,16332
0,62,0,16305,16305
0,62,1,16143,16143
2,0,0,16633,0
2,0,1,16165,0
2,2,0,16444,0
2,2,1,15993,0
2,4,0,16494,0
2,4,1,16142,0
2,6,0,16578,0
2,6,1,16215,0
2,8,0,16504,0
2,8,1,16249,0
2,10,0,16522,1
2,10,1,16223,3
2,12,0,16497,9
2,12,1,16279,12
2,14,0,16523,57
2,14,1,16192,55
2,16,0,16532,277
2,16,1,16310,243
2,18,0,16426,724
2,18,1,16175,770
2,20,0,16517,1651
2,20,1,16186,1805
2,22,0,16602,3144
2,22,1,16201,3403
2,24,0,16489,5489
2,24,1,16295,5733
2,26,0,16653,8234
2,26,1,16267,8340
2,28,0,16563,11113
2,28,1,16050,11164
2,30,0,16454,13436
2,30,1,16225,13652
2,32,0,16542,15219
2,32,1,16262,15230
2,34,0,16372,15881
2,34,1,16200,15918
2,36,0,16368,16262
2,36,1,16161,16122
2,38,0,16358,16344
2,38,1,16301,16301
2,40,0,16351,16351
2,40,1,16177,16177
2,42,0,16438,16438
2,42,1,16210,16210
2,44,0,16313,16313
2,44,1,16068,16068
2,46,0,16413,16413
2,46,1,16188,16188
2,48,0,16265,16265
2,48,1,16278,16278
2,50,0,16332,16332
2,50,1,16305,16305
2,52,0,16387,16387
2,52,1,16177,16177
2,54,0,16462,16462
2,54,1,16110,16110
2,56,0,16344,16344
2,56,1,16152,16152
2,58,0,16433,16433
2,58,1,16188,16188
2,60,0,16446,16446
2,60,1,16183,16183
2,62,0,16239,16239
2,62,1,16191,16191
4,0,0,16550,0
4,0,1,16119,0
4,2,0,16524,0
4,2,1,16196,0
4,4,0,16497,0
4,4,1,16244,0
4,6,0,16498,0
4,6,1,16186,0
4,8,0,16554,0
4,8,1,16281,0
4,10,0,16491,1
4,10,1,16203,1
4,12,0,16597,16
4,12,1,16326,10
4,14,0,16450,71
4,14,1,16243,63
4,16,0,16574,279
4,16,1,16147,252
4,18,0,16733,708
4,18,1,16185,744
4,20,0,16516,1654
4,20,1,16236,1733
4,22,0,16505,3157
4,22,1,16298,3434
4,24,0,16544,5214
4,24,1,16282,5767
4,26,0,16558,8179
4,26,1,16141,8337
4,28,0,16440,11082
4,28,1,16171,11281
4,30,0,16533,13588
4,30,1,16300,13503
4,32,0,16487,15108
4,32,1,16184,15179
4,34,0,16231,15796
4,34,1,16279,15990
4,36,0,16364,16248
4,36,1,16138,16099
4,38,0,16221,16214
4,38,1,16328,16328
4,40,0,16143,16142
4,40,1,16330,16330
4,42,0,16379,16379
4,42,1,16092,16092
4,44,0,16435,16435
4,44,1,16163,16163
4,46,0,16315,16315
4,46,1,16224,16224
4,48,0,16414,16414
4,48,1,16196,16196
4,50,0,16304,16304
4,50,1,16357,16357
4,52,0,16385,16385
4,52,1,16280,16280
4,54,0,16432,16432
4,54,1,16195,16195
4,56,0,16439,16439
4,56,1,16316,16316
4,58,0,16286,16286
4,58,1,16242,16242
4,60,0,16340,16340
4,60,1,16165,16165
4,62,0,16363,16363
4,62,1,16332,16332
6,0,0,16592,0
6,0,1,16274,0
6,2,0,16448,0
6,2,1,16373,0
6,4,0,16719,0
6,4,1,16206,0
6,6,0,16481,0
6,6,1,16202,0
6,8,0,16601,0
6,8,1,16097,0
6,10,0,16555,2
6,10,1,16118,3
6,12,0,16564,15
6,12,1,16245,14
6,14,0,16614,91
6,14,1,16182,66
6,16,0,16475,297
6,16,1,16163,304
6,18,0,16628,814
6,18,1,16205,858
6,20,0,16630,1812
6,20,1,16202,2060
6,22,0,16523,3532
6,22,1,16241,3738
6,24,0,16601,5752
6,24,1,16327,5985
6,26,0,16637,8555
6,26,1,16156,8553
6,28,0,16505,11255
6,28,1,16108,11074
6,30,0,16563,13707
6,30,1,16113,13488
6,32,0,16316,15055
6,32,1,16271,15192
6,34,0,16403,16019
6,34,1,16370,16075
6,36,0,16342,16255
6,36,1,16099,16076
6,38,0,16317,16308
6,38,1,16140,16140
6,40,0,16280,16280
6,40,1,16277,16277
6,42,0,16304,16304
6,42,1,16270,16270
6,44,0,16337,16337
6,44,1,16155,16155
6,46,0,16259,16259
6,46,1,16330,16330
6,48,0,16187,16187
6,48,1,16056,16056
6,50,0,16300,16300
6,50,1,16226,16226
6,52,0,16420,16420
6,52,1,16165,16165
6,54,0,16377,16377
6,54,1,16153,16153
6,56,0,16503,16503
6,56,1,16263,16263
6,58,0,16377,16377
6,58,1,16088,16088
6,60,0,16442,16442
6,60,1,16231,16231
6,62,0,16351,16351
6,62,1,16204,16204
8,0,0,16605,0
8,0,1,16199,0
8,2,0,16511,0
8,2,1,16142,0
8,4,0,16539,0
8,4,1,16175,0
8,6,0,16448,0
8,6,1,16215,0
8,8,0,16433,0
8,8,1,16319,0
8,10,0,16441,1
8,10,1,16161,3
8,12,0,16484,12
8,12,1,16206,11
8,14,0,16569,85
8,14,1,16246,78
8,16,0,16485,323
8,16,1,16194,334
8,18,0,16550,925
8,18,1,16281,1024
8,20,0,16611,2056
8,20,1,16279,2313
8,22,0,16561,3851
8,22,1,16254,4198
8,24,0,16461,5900
8,24,1,16353,6405
8,26,0,16609,8482
8,26,1,16276,8653
8,28,0,16539,11079
8,28,1,16125,10962
8,30,0,16266,13293
8,30,1,16255,13262
8,32,0,16337,14934
8,32,1,16162,15078
8,34,0,16324,15886
8,34,1,16251,15918
8,36,0,16336,16232
8,36,1,16223,16191
8,38,0,16470,16460
8,38,1,16141,16140
8,40,0,16327,16327
8,40,1,16169,16169
8,42,0,16415,16415
8,42,1,16273,16273
8,44,0,16421,16421
8,44,1,16203,16203
8,46,0,16343,16343
8,46,1,16234,16234
8,48,0,16370,16370
8,48,1,16339,16339
8,50,0,16432,16432
8,50,1,16239,16239
8,52,0,16355,16355
8,52,1,16153,16153
8,54,0,16338,16338
8,54,1,16238,16238
8,56,0,16227,16227
8,56,1,16300,16300
8,58,0,16424,16424
8,58,1,16274,16274
8,60,0,16419,16419
8,60,1,16205,16205
8,62,0,16457,16457
8,62,1,16364,16364
10,0,0,16677,0
10,0,1,16175,0
10,2,0,16524,0
10,2,1,16136,0
10,4,0,16456,0
10,4,1,16230,0
10,6,0,16588,0
10,6,1,16324,0
10,8,0,16637,0
10,8,1,16281,0
10,10,0,16594,1
10,10,1,16160,2
10,12,0,16558,22
10,12,1,16222,15
10,14,0,16621,104
10,14,1,16189,99
10,16,0,16486,419
10,16,1,16231,437
10,18,0,16479,1105
10,18,1,16268,1233
10,20,0,16521,2365
10,20,1,16243,2646
10,22,0,16581,4201
10,22,1,16124,4605
10,24,0,16637,6333
10,24,1,16248,6705
10,26,0,16544,8575
10,26,1,16256,8603
10,28,0,16599,11207
10,28,1,16185,11160
10,30,0,16257,13360
10,30,1,16140,13418
10,32,0,16404,15159
10,32,1,16241,15091
10,34,0,16364,15942
10,34,1,16125,15892
10,36,0,16358,16275
10,36,1,16193,16160
10,38,0,16448,16439
10,38,1,16277,16277
10,40,0,16352,16352
10,40,1,16224,16224
10,42,0,16417,16417
10,42,1,16226,16226
10,44,0,16251,16251
10,44,1,16257,16257
10,46,0,16393,16393
10,46,1,16202,16202
10,48,0,16369,16369
10,48,1,16249,16249
10,50,0,16169,16169
10,50,1,16373,16373
10,52,0,16286,16286
10,52,1,16205,16205
10,54,0,16307,16307
10,54,1,16217,16217
10,56,0,16421,16421
10,56,1,16348,16348
10,58,0,16465,16465
10,58,1,16211,16211
10,60,0,16330,16330
10,60,1,16227,16227
10,62,0,16404,16404
10,62,1,16267,16267
12,0,0,16505,0
12,0,1,16214,0
12,2,0,16524,0
12,2,1,16157,0
12,4,0,16520,0
12,4,1,16203,0
12,6,0,16521,0
12,6,1,16176,0
12,8,0,16569,0
12,8,1,16145,0
12,10,0,16561,5
12,10,1,16293,3
12,12,0,16516,27
12,12,1,16220,21
12,14,0,16554,155
12,14,1,16171,170
12,16,0,16490,524
12,16,1,16178,588
12,18,0,16539,1376
12,18,1,16465,1654
12,20,0,16583,2785
12,20,1,16273,3337
12,22,0,16528,4801
12,22,1,16212,5116
12,24,0,16642,6761
12,24,1,16180,7048
12,26,0,16591,8740
12,26,1,16082,8712
12,28,0,16386,11117
12,28,1,16350,11135
12,30,0,16173,12918
12,30,1,16249,13144
12,32,0,16316,14866
12,32,1,16191,14985
12,34,0,16473,16012
12,34,1,16262,15989
12,36,0,16519,16425
12,36,1,16200,16181
12,38,0,16287,16277
12,38,1,16142,16142
12,40,0,16336,16335
12,40,1,16193,16193
12,42,0,16336,16336
12,42,1,16062,16062
12,44,0,16357,16357
12,44,1,16067,16067
12,46,0,16319,16319
12,46,1,16184,16184
12,48,0,16452,16452
12,48,1,16226,16226
12,50,0,16301,16301
12,50,1,16243,16243
12,52,0,16233,16233
12,52,1,16186,16186
12,54,0,16351,16351
12,54,1,16209,16209
12,56,0,16452,16452
12,56,1,16237,16237
12,58,0,16363,16363
12,58,1,16223,16223
12,60,0,16352,16352
12,60,1,16258,16258
12,62,0,16296,16296
