filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.3416,-27.7919,0.3416,335.3183
sweep_01.s2p,30298500.0,-0.6922,-18.832,0.6922,57.1965
sweep_01.s2p,60297000.0,-0.9079,-21.6313,0.9079,52.9246
sweep_01.s2p,90295500.0,-1.1389,-30.359,1.1389,47.8656
sweep_01.s2p,120294000.0,-1.363,-21.7567,1.363,38.008
sweep_01.s2p,150292500.0,-1.5027,-23.431,1.5027,54.8273
sweep_01.s2p,180291000.0,-1.6736,-23.2789,1.6736,46.1209
sweep_01.s2p,210289500.0,-2.0673,-20.2148,2.0673,43.3026
sweep_01.s2p,240288000.0,-1.9515,-22.6594,1.9515,42.3727
sweep_01.s2p,270286500.0,-2.0536,-23.4782,2.0536,39.6755
sweep_01.s2p,300285000.0,-2.284,-16.6586,2.284,38.9822
sweep_01.s2p,330283500.0,-2.3758,-18.0984,2.3758,41.9131
sweep_01.s2p,360282000.0,-2.7372,-24.7678,2.7372,49.9275
sweep_01.s2p,390280500.0,-2.6723,-15.6315,2.6723,40.2973
sweep_01.s2p,420279000.0,-2.7869,-14.9783,2.7869,33.9305
sweep_01.s2p,450277500.0,-2.7263,-26.5227,2.7263,46.7402
sweep_01.s2p,480276000.0,-2.9978,-16.9661,2.9978,61.6978
sweep_01.s2p,510274500.0,-3.1675,-13.4118,3.1675,70.9021
sweep_01.s2p,540273000.0,-3.0594,-19.456,3.0594,41.8739
sweep_01.s2p,570271500.0,-3.2463,-19.4426,3.2463,60.2511
sweep_01.s2p,600270000.0,-3.6054,-12.4825,3.6054,71.1917
sweep_01.s2p,630268500.0,-3.6039,-15.2254,3.6039,73.6973
sweep_01.s2p,660267000.0,-3.6763,-25.698,3.6763,72.8201
sweep_01.s2p,690265500.0,-4.1864,-12.311,4.1864,82.3998
sweep_01.s2p,720264000.0,-4.2823,-13.1849,4.2823,70.3069
sweep_01.s2p,750262500.0,-4.2168,-41.2092,4.2168,51.9167
sweep_01.s2p,780261000.0,-4.7795,-12.0809,4.7795,36.943
sweep_01.s2p,810259500.0,-5.3247,-11.4431,5.3247,67.6262
sweep_01.s2p,840258000.0,-5.6175,-31.9606,5.6175,51.5968
sweep_01.s2p,870256500.0,-6.7598,-11.3634,6.7598,33.1654
sweep_01.s2p,900255000.0,-7.8519,-10.141,7.8519,29.3258
sweep_01.s2p,930253500.0,-8.4673,-29.5908,8.4673,37.5535
sweep_01.s2p,960252000.0,-8.7591,-10.7857,8.7591,29.8077
sweep_01.s2p,990250500.0,-7.8856,-10.3196,7.8856,34.2076
sweep_01.s2p,1020249000.0,-7.3209,-19.3384,7.3209,34.2975
sweep_01.s2p,1050247500.0,-6.773,-12.744,6.773,28.6822
sweep_01.s2p,1080246000.0,-6.1567,-11.9433,6.1567,25.6261
sweep_01.s2p,1110244500.0,-5.6725,-13.4236,5.6725,30.0523
sweep_01.s2p,1140243000.0,-5.4862,-12.3077,5.4862,33.152
sweep_01.s2p,1170241500.0,-5.3198,-12.8275,5.3198,39.1146
sweep_01.s2p,1200240000.0,-5.3292,-11.3008,5.3292,38.0795
sweep_01.s2p,1230238500.0,-5.3953,-10.1137,5.3953,27.2155
sweep_01.s2p,1260237000.0,-5.2571,-11.7852,5.2571,39.2447
sweep_01.s2p,1290235500.0,-5.3369,-11.1683,5.3369,56.3239
sweep_01.s2p,1320234000.0,-5.5704,-9.1171,5.5704,65.6385
sweep_01.s2p,1350232500.0,-5.4633,-9.97,5.4633,45.0199
sweep_01.s2p,1380231000.0,-5.3788,-11.011,5.3788,58.1526
sweep_01.s2p,1410229500.0,-5.6285,-8.8882,5.6285,75.7361
sweep_01.s2p,1440228000.0,-5.6356,-9.1104,5.6356,86.1504
sweep_01.s2p,1470226500.0,-5.4895,-10.6594,5.4895,84.8386
sweep_01.s2p,1500225000.0,-5.7458,-8.6853,5.7458,86.517
sweep_01.s2p,1530223500.0,-5.8579,-8.2741,5.8579,80.1956
sweep_01.s2p,1560222000.0,-5.6269,-10.4699,5.6269,64.9438
sweep_01.s2p,1590220500.0,-5.7957,-9.4243,5.7957,46.8461
sweep_01.s2p,1620219000.0,-6.0733,-8.0559,6.0733,49.3441
sweep_01.s2p,1650217500.0,-5.8559,-9.9944,5.8559,57.7265
sweep_01.s2p,1680216000.0,-5.8707,-10.3389,5.8707,43.3053
sweep_01.s2p,1710214500.0,-6.2843,-7.8239,6.2843,32.2448
sweep_01.s2p,1740213000.0,-6.2272,-8.8085,6.2272,29.207
sweep_01.s2p,1770211500.0,-6.043,-11.5898,6.043,36.7927
sweep_01.s2p,1800210000.0,-6.4684,-8.5068,6.4684,33.3515
sweep_01.s2p,1830208500.0,-6.6356,-7.9976,6.6356,32.0103
sweep_01.s2p,1860207000.0,-6.3543,-10.902,6.3543,33.3942
sweep_01.s2p,1890205500.0,-6.7596,-8.5202,6.7596,27.5148
sweep_01.s2p,1920204000.0,-7.2238,-6.6978,7.2238,27.4997
sweep_01.s2p,1950202500.0,-6.9154,-8.8496,6.9154,34.7542
sweep_01.s2p,1980201000.0,-6.9862,-9.0947,6.9862,44.3302
sweep_01.s2p,2010199500.0,-7.7221,-6.0291,7.7221,31.7244
sweep_01.s2p,2040198000.0,-7.629,-6.5924,7.629,30.086
sweep_01.s2p,2070196500.0,-7.1882,-9.0708,7.1882,49.6087
sweep_01.s2p,2100195000.0,-7.8036,-6.2937,7.8036,75.3318
sweep_01.s2p,2130193500.0,-8.1341,-5.4112,8.1341,83.9354
sweep_01.s2p,2160192000.0,-7.5735,-7.3953,7.5735,68.563
sweep_01.s2p,2190190500.0,-7.769,-6.7265,7.769,78.4264
sweep_01.s2p,2220189000.0,-8.4197,-4.9113,8.4197,88.2291
sweep_01.s2p,2250187500.0,-8.0823,-5.8862,8.0823,89.6211
sweep_01.s2p,2280186000.0,-7.7424,-7.2707,7.7424,87.1226
sweep_01.s2p,2310184500.0,-8.3771,-5.2113,8.3771,92.0327
sweep_01.s2p,2340183000.0,-8.428,-5.081,8.428,84.854
sweep_01.s2p,2370181500.0,-7.8368,-6.8428,7.8368,67.0282
sweep_01.s2p,2400180000.0,-8.1588,-5.7595,8.1588,46.9273
sweep_01.s2p,2430178500.0,-8.5562,-4.9345,8.5562,43.8653
sweep_01.s2p,2460177000.0,-8.1166,-6.5542,8.1166,50.2306
sweep_01.s2p,2490175500.0,-8.2409,-6.6066,8.2409,41.755
sweep_01.s2p,2520174000.0,-8.882,-5.058,8.882,35.7301
sweep_01.s2p,2550172500.0,-8.6194,-6.0684,8.6194,34.911
sweep_01.s2p,2580171000.0,-8.4529,-7.212,8.4529,38.2512
sweep_01.s2p,2610169500.0,-9.2598,-4.9961,9.2598,37.5316
sweep_01.s2p,2640168000.0,-9.3532,-5.057,9.3532,37.5283
sweep_01.s2p,2670166500.0,-8.8323,-7.2386,8.8323,37.8509
sweep_01.s2p,2700165000.0,-9.5134,-5.3812,9.5134,32.428
sweep_01.s2p,2730163500.0,-10.1703,-4.2787,10.1703,31.8332
sweep_01.s2p,2760162000.0,-9.6239,-5.8585,9.6239,36.953
sweep_01.s2p,2790160500.0,-9.6654,-6.0102,9.6654,45.2986
sweep_01.s2p,2820159000.0,-10.6242,-4.0201,10.6242,42.2097
sweep_01.s2p,2850157500.0,-10.4679,-4.5479,10.4679,43.717
sweep_01.s2p,2880156000.0,-9.9321,-6.2306,9.9321,62.8197
sweep_01.s2p,2910154500.0,-10.7856,-4.2293,10.7856,79.3344
sweep_01.s2p,2940153000.0,-11.1759,-3.709,11.1759,83.9335
sweep_01.s2p,2970151500.0,-10.4559,-5.1451,10.4559,77.8337
sweep_01.s2p,3000150000.0,-10.735,-4.5131,10.735,73.7533
sweep_01.s2p,3030148500.0,-11.3963,-3.2882,11.3963,74.1617
sweep_01.s2p,3060147000.0,-10.801,-3.9919,10.801,73.4427
sweep_01.s2p,3090145500.0,-10.3661,-4.7569,10.3661,73.0126
sweep_01.s2p,3120144000.0,-11.2131,-3.356,11.2131,75.6842
sweep_01.s2p,3150142500.0,-11.2391,-3.3361,11.2391,73.8554
sweep_01.s2p,3180141000.0,-10.5023,-4.5129,10.5023,65.2592
sweep_01.s2p,3210139500.0,-10.9446,-3.7891,10.9446,51.468
sweep_01.s2p,3240138000.0,-11.3471,-3.2408,11.3471,45.2075
sweep_01.s2p,3270136500.0,-10.7094,-4.1989,10.7094,50.0868
sweep_01.s2p,3300135000.0,-10.9269,-4.0826,10.9269,50.6042
sweep_01.s2p,3330133500.0,-11.777,-3.1856,11.777,49.7248
sweep_01.s2p,3360132000.0,-11.4711,-3.9389,11.4711,49.7719
sweep_01.s2p,3390130500.0,-11.2537,-4.8717,11.2537,50.719
sweep_01.s2p,3420129000.0,-12.2508,-3.5605,12.2508,51.1006
sweep_01.s2p,3450127500.0,-12.3237,-3.6014,12.3237,51.3831
sweep_01.s2p,3480126000.0,-11.5918,-5.1013,11.5918,51.912
sweep_01.s2p,3510124500.0,-12.2036,-4.2541,12.2036,51.5162
sweep_01.s2p,3540123000.0,-12.8363,-3.4868,12.8363,51.1255
sweep_01.s2p,3570121500.0,-12.2261,-4.6796,12.2261,53.3433
sweep_01.s2p,3600120000.0,-12.1894,-5.0583,12.1894,59.4058
sweep_01.s2p,3630118500.0,-13.1143,-3.5064,13.1143,64.8035
sweep_01.s2p,3660117000.0,-12.9034,-3.8082,12.9034,63.4332
sweep_01.s2p,3690115500.0,-12.3245,-4.9055,12.3245,61.1969
sweep_01.s2p,3720114000.0,-13.1494,-3.3577,13.1494,60.4543
sweep_01.s2p,3750112500.0,-13.4458,-2.8281,13.4458,59.7328
sweep_01.s2p,3780111000.0,-12.661,-3.7847,12.661,58.7346
sweep_01.s2p,3810109500.0,-13.0169,-3.351,13.0169,57.2676
sweep_01.s2p,3840108000.0,-13.8156,-2.5028,13.8156,56.7075
sweep_01.s2p,3870106500.0,-13.2262,-2.9883,13.2262,56.3601
sweep_01.s2p,3900105000.0,-12.7062,-3.4774,12.7062,54.9064
sweep_01.s2p,3930103500.0,-13.4315,-2.5602,13.4315,52.4512
sweep_01.s2p,3960102000.0,-13.3322,-2.5778,13.3322,52.0379
sweep_01.s2p,3990100500.0,-12.6633,-3.2632,12.6633,55.5652
sweep_01.s2p,4020099000.0,-13.3884,-2.6014,13.3884,65.6029
sweep_01.s2p,4050097500.0,-13.9151,-2.2965,13.9151,70.2609
sweep_01.s2p,4080096000.0,-13.2578,-3.0574,13.2578,68.1043
sweep_01.s2p,4110094500.0,-13.4108,-3.0886,13.4108,67.8243
sweep_01.s2p,4140093000.0,-14.2979,-2.4007,14.2979,68.9108
sweep_01.s2p,4170091500.0,-13.9654,-2.88,13.9654,69.4246
sweep_01.s2p,4200090000.0,-13.5104,-3.6537,13.5104,69.9261
sweep_01.s2p,4230088500.0,-14.4279,-2.7437,14.4279,71.8373
sweep_01.s2p,4260087000.0,-14.6414,-2.6612,14.6414,73.6791
sweep_01.s2p,4290085500.0,-13.9734,-3.6044,13.9734,76.153
sweep_01.s2p,4320084000.0,-14.6066,-3.0373,14.6066,84.9419
sweep_01.s2p,4350082500.0,-15.3145,-2.4523,15.3145,80.3064
sweep_01.s2p,4380081000.0,-14.6836,-3.2116,14.6836,52.2302
sweep_01.s2p,4410079500.0,-14.5042,-3.579,14.5042,35.3433
sweep_01.s2p,4440078000.0,-15.4533,-2.5736,15.4533,30.4658
sweep_01.s2p,4470076500.0,-15.337,-2.76,15.337,33.0322
sweep_01.s2p,4500075000.0,-14.6671,-3.6671,14.6671,38.4038
sweep_01.s2p,4530073500.0,-15.3442,-2.8652,15.3442,40.3309
sweep_01.s2p,4560072000.0,-15.6949,-2.4817,15.6949,40.4565
sweep_01.s2p,4590070500.0,-14.9544,-3.1725,14.9544,40.6703
sweep_01.s2p,4620069000.0,-15.174,-2.8779,15.174,40.301
sweep_01.s2p,4650067500.0,-15.9239,-2.1236,15.9239,39.1973
sweep_01.s2p,4680066000.0,-15.4609,-2.39,15.4609,37.9448
sweep_01.s2p,4710064500.0,-15.0952,-2.7494,15.0952,33.6474
sweep_01.s2p,4740063000.0,-15.949,-2.1619,15.949,24.0705
sweep_01.s2p,4770061500.0,-16.0383,-2.2016,16.0383,23.2011
sweep_01.s2p,4800060000.0,-15.5234,-2.7803,15.5234,40.6885
sweep_01.s2p,4830058500.0,-16.274,-2.2886,16.274,77.5866
sweep_01.s2p,4860057000.0,-16.8054,-1.9475,16.8054,102.2236
sweep_01.s2p,4890055500.0,-16.1053,-2.4469,16.1053,96.8494
sweep_01.s2p,4920054000.0,-16.1497,-2.5547,16.1497,91.6498
sweep_01.s2p,4950052500.0,-17.0646,-2.0172,17.0646,92.3958
sweep_01.s2p,4980051000.0,-16.9096,-2.213,16.9096,94.0988
sweep_01.s2p,5010049500.0,-16.5435,-2.737,16.5435,99.2326
sweep_01.s2p,5040048000.0,-17.4021,-2.2683,17.4021,112.0633
sweep_01.s2p,5070046500.0,-17.6753,-2.1492,17.6753,124.566
sweep_01.s2p,5100045000.0,-16.9758,-2.8335,16.9758,100.2967
sweep_01.s2p,5130043500.0,-17.3011,-2.7835,17.3011,41.991
sweep_01.s2p,5160042000.0,-17.8953,-2.4136,17.8953,21.9371
sweep_01.s2p,5190040500.0,-17.3414,-2.944,17.3414,20.2313
sweep_01.s2p,5220039000.0,-17.0856,-3.5509,17.0856,19.9405
sweep_01.s2p,5250037500.0,-17.846,-3.0078,17.846,17.4102
sweep_01.s2p,5280036000.0,-17.8417,-3.0588,17.8417,19.2416
sweep_01.s2p,5310034500.0,-17.3943,-3.7826,17.3943,24.1316
sweep_01.s2p,5340033000.0,-18.0275,-3.4329,18.0275,26.796
sweep_01.s2p,5370031500.0,-18.2146,-3.1477,18.2146,27.3291
sweep_01.s2p,5400030000.0,-17.5947,-3.7394,17.5947,27.276
sweep_01.s2p,5430028500.0,-17.821,-3.733,17.821,25.7622
sweep_01.s2p,5460027000.0,-18.4804,-3.0833,18.4804,22.7358
sweep_01.s2p,5490025500.0,-18.1615,-3.1784,18.1615,19.5407
sweep_01.s2p,5520024000.0,-17.9239,-3.5984,17.9239,18.2856
sweep_01.s2p,5550022500.0,-18.7307,-3.0968,18.7307,18.0692
sweep_01.s2p,5580021000.0,-18.8974,-2.8838,18.8974,21.5173
sweep_01.s2p,5610019500.0,-18.4383,-3.2793,18.4383,36.2157
sweep_01.s2p,5640018000.0,-18.9325,-3.0261,18.9325,65.8321
sweep_01.s2p,5670016500.0,-19.3981,-2.6321,19.3981,102.2014
sweep_01.s2p,5700015000.0,-18.9446,-2.8857,18.9446,119.8007
sweep_01.s2p,5730013500.0,-19.0404,-3.0044,19.0404,123.1888
sweep_01.s2p,5760012000.0,-19.924,-2.5677,19.924,128.685
sweep_01.s2p,5790010500.0,-19.8132,-2.606,19.8132,134.8238
sweep_01.s2p,5820009000.0,-19.3806,-3.0939,19.3806,139.9523
sweep_01.s2p,5850007500.0,-19.991,-3.0542,19.991,125.6642
sweep_01.s2p,5880006000.0,-20.1887,-2.986,20.1887,75.5495
sweep_01.s2p,5910004500.0,-19.6191,-3.5038,19.6191,48.3252
sweep_01.s2p,5940003000.0,-19.7456,-3.8309,19.7456,30.3894
sweep_01.s2p,5970001500.0,-20.2075,-3.6756,20.2075,20.7459
sweep_01.s2p,6000000000.0,-19.9131,-3.9991,19.9131,18.3903
