phase,vth,polarity,hits,errors
0,0,0,16336,0
0,0,1,16362,0
0,2,0,16395,0
0,2,1,16336,0
0,4,0,16393,0
0,4,1,16403,5
0,6,0,16421,3
0,6,1,16419,24
0,8,0,16464,39
0,8,1,16446,111
0,10,0,16364,102
0,10,1,16394,419
0,12,0,16392,324
0,12,1,16393,1129
0,14,0,16327,747
0,14,1,16378,2029
0,16,0,16422,1522
0,16,1,16474,3644
0,18,0,16314,2799
0,18,1,16403,5321
0,20,0,16383,4524
0,20,1,16400,6962
0,22,0,16386,6089
0,22,1,16399,8067
0,24,0,16316,7933
0,24,1,16456,9078
0,26,0,16281,9029
0,26,1,16326,9962
0,28,0,16334,10401
0,28,1,16380,11181
0,30,0,16257,11804
0,30,1,16317,12289
0,32,0,16454,13449
0,32,1,16355,13647
0,34,0,16406,14898
0,34,1,16337,15035
0,36,0,16405,15789
0,36,1,16249,15656
0,38,0,16306,16146
0,38,1,16371,16182
0,40,0,16347,16320
0,40,1,16344,16315
0,42,0,16454,16453
0,42,1,16216,16214
0,44,0,16314,16314
0,44,1,16349,16349
0,46,0,16333,16333
0,46,1,16368,16368
0,48,0,16362,16362
0,48,1,16288,16288
0,50,0,16335,16335
0,50,1,16301,16301
0,52,0,16414,16414
0,52,1,16341,16341
0,54,0,16357,16357
0,54,1,16352,16352
0,56,0,16360,16360
0,56,1,16397,16397
0,58,0,16323,16323
0,58,1,16276,16276
0,60,0,16345,16345
0,60,1,16288,16288
0,62,0,16224,16224
0,62,1,16345,16345
2,0,0,16354,0
2,0,1,16456,0
2,2,0,16330,0
2,2,1,16456,0
2,4,0,16365,1
2,4,1,16302,3
2,6,0,16280,5
2,6,1,16373,39
2,8,0,16465,22
2,8,1,16319,123
2,10,0,16360,116
2,10,1,16370,392
2,12,0,16397,297
2,12,1,16517,1065
2,14,0,16291,758
2,14,1,16487,2100
2,16,0,16380,1608
2,16,1,16421,3628
2,18,0,16347,2863
2,18,1,16432,5139
2,20,0,16394,4444
2,20,1,16491,6845
2,22,0,16374,6253
2,22,1,16316,8009
2,24,0,16370,7931
2,24,1,16363,8966
2,26,0,16348,9058
2,26,1,16344,10012
2,28,0,16384,10376
2,28,1,16486,11237
2,30,0,16346,11952
2,30,1,16314,12243
2,32,0,16336,13380
2,32,1,16280,13649
2,34,0,16399,14768
2,34,1,16304,14902
2,36,0,16437,15729
2,36,1,16322,15659
2,38,0,16363,16190
2,38,1,16351,16166
2,40,0,16250,16214
2,40,1,16361,16336
2,42,0,16426,16425
2,42,1,16418,16414
2,44,0,16369,16369
2,44,1,16359,16359
2,46,0,16318,16318
2,46,1,16329,16329
2,48,0,16413,16413
2,48,1,16257,16257
2,50,0,16315,16315
2,50,1,16421,16421
2,52,0,16393,16393
2,52,1,16385,16385
2,54,0,16390,16390
2,54,1,16281,16281
2,56,0,16394,16394
2,56,1,16411,16411
2,58,0,16354,16354
2,58,1,16362,16362
2,60,0,16280,16280
2,60,1,16333,16333
2,62,0,16352,16352
2,62,1,16310,16310
4,0,0,16363,0
4,0,1,16419,0
4,2,0,16369,0
4,2,1,16442,0
4,4,0,16266,0
4,4,1,16458,7
4,6,0,16310,3
4,6,1,16388,40
4,8,0,16388,27
4,8,1,16363,116
4,10,0,16403,91
4,10,1,16403,398
4,12,0,16415,327
4,12,1,16550,1029
4,14,0,16228,774
4,14,1,16407,2187
4,16,0,16311,1545
4,16,1,16490,3754
4,18,0,16301,2849
4,18,1,16442,5378
4,20,0,16326,4380
4,20,1,16387,6969
4,22,0,16356,6142
4,22,1,16360,8124
4,24,0,16363,7500
4,24,1,16378,9035
4,26,0,16428,8970
4,26,1,16253,10201
4,28,0,16307,10305
4,28,1,16281,11090
4,30,0,16344,11761
4,30,1,16298,12404
4,32,0,16317,13135
4,32,1,16462,13846
4,34,0,16463,14669
4,34,1,16400,14926
4,36,0,16490,15800
4,36,1,16366,15757
4,38,0,16301,16155
4,38,1,16433,16240
4,40,0,16326,16297
4,40,1,16219,16194
4,42,0,16273,16271
4,42,1,16313,16311
4,44,0,16263,16263
4,44,1,16320,16320
4,46,0,16324,16324
4,46,1,16330,16330
4,48,0,16438,16438
4,48,1,16356,16356
4,50,0,16341,16341
4,50,1,16328,16328
4,52,0,16337,16337
4,52,1,16316,16316
4,54,0,16315,16315
4,54,1,16311,16311
4,56,0,16336,16336
4,56,1,16288,16288
4,58,0,16227,16227
4,58,1,16347,16347
4,60,0,16423,16423
4,60,1,16282,16282
4,62,0,16317,16317
4,62,1,16357,16357
6,0,0,16382,0
6,0,1,16417,0
6,2,0,16266,0
6,2,1,16410,0
6,4,0,16432,3
6,4,1,16484,7
6,6,0,16343,8
6,6,1,16416,37
6,8,0,16379,27
6,8,1,16423,105
6,10,0,16344,125
6,10,1,16511,440
6,12,0,16310,334
6,12,1,16437,1091
6,14,0,16324,821
6,14,1,16450,2179
6,16,0,16288,1574
6,16,1,16313,3598
6,18,0,16406,2822
6,18,1,16500,5293
6,20,0,16342,4404
6,20,1,16513,6866
6,22,0,16433,6071
6,22,1,16456,8118
6,24,0,16400,7739
6,24,1,16397,9093
6,26,0,16401,9212
6,26,1,16333,9948
6,28,0,16416,10433
6,28,1,16313,11170
6,30,0,16359,11823
6,30,1,16440,12573
6,32,0,16386,13324
6,32,1,16346,13869
6,34,0,16431,14762
6,34,1,16331,14964
6,36,0,16376,15746
6,36,1,16199,15624
6,38,0,16335,16162
6,38,1,16365,16223
6,40,0,16330,16298
6,40,1,16301,16263
6,42,0,16347,16346
6,42,1,16384,16382
6,44,0,16373,16373
6,44,1,16303,16303
6,46,0,16361,16361
6,46,1,16297,16297
6,48,0,16341,16341
6,48,1,16361,16361
6,50,0,16337,16337
6,50,1,16371,16371
6,52,0,16311,16311
6,52,1,16320,16320
6,54,0,16325,16325
6,54,1,16295,16295
6,56,0,16346,16346
6,56,1,16371,16371
6,58,0,16306,16306
6,58,1,16271,16271
