phase,vth,polarity,hits,errors
0,0,0,16619,21
0,0,1,16105,14
0,2,0,16648,128
0,2,1,16112,102
0,4,0,16615,458
0,4,1,16131,438
0,6,0,16610,1285
0,6,1,16166,1262
0,8,0,16779,3032
0,8,1,16124,2800
0,10,0,16672,5279
0,10,1,16076,5021
0,12,0,16634,7363
0,12,1,16076,7099
0,14,0,16782,9029
0,14,1,16063,8481
0,16,0,16130,9541
0,16,1,16067,9231
0,18,0,16081,9471
0,18,1,16046,9505
0,20,0,16076,9765
0,20,1,16055,9624
0,22,0,16111,10662
0,22,1,16062,10496
0,24,0,16104,12624
0,24,1,16091,12309
0,26,0,16119,14894
0,26,1,16156,14428
0,28,0,16120,15954
0,28,1,16129,15833
0,30,0,16049,16049
0,30,1,16113,16107
0,32,0,16132,16132
0,32,1,16094,16094
0,34,0,16076,16076
0,34,1,16076,16076
0,36,0,16128,16128
0,36,1,16036,16036
0,38,0,16089,16089
0,38,1,16019,16019
0,40,0,16238,16238
0,40,1,15990,15990
0,42,0,16145,16145
0,42,1,16149,16149
0,44,0,16150,16150
0,44,1,16151,16151
0,46,0,16116,16116
0,46,1,16060,16060
0,48,0,16026,16026
0,48,1,16085,16085
0,50,0,16038,16038
0,50,1,16140,16140
0,52,0,16105,16105
0,52,1,16154,16154
0,54,0,16134,16134
0,54,1,16086,16086
0,56,0,16131,16131
0,56,1,16202,16202
0,58,0,16146,16146
0,58,1,16161,16161
0,60,0,16116,16116
0,60,1,16094,16094
0,62,0,16132,16132
0,62,1,16151,16151
2,0,0,16737,479
2,0,1,16157,379
2,2,0,16661,1346
2,2,1,16128,1140
2,4,0,16674,2752
2,4,1,16092,2475
2,6,0,16798,4977
2,6,1,16109,4313
2,8,0,16770,7063
2,8,1,16103,6307
2,10,0,16547,8590
2,10,1,16143,7975
2,12,0,16074,9477
2,12,1,16040,8939
2,14,0,16145,9570
2,14,1,16054,9387
2,16,0,16108,9556
2,16,1,16211,9627
2,18,0,16160,9571
2,18,1,16034,9514
2,20,0,16194,10016
2,20,1,16050,9805
2,22,0,16088,10991
2,22,1,16126,10779
2,24,0,16105,13007
2,24,1,16005,12382
2,26,0,16135,14880
2,26,1,16137,14516
2,28,0,16150,15920
2,28,1,16027,15703
2,30,0,16099,16099
2,30,1,15974,15950
2,32,0,16051,16051
2,32,1,16067,16067
2,34,0,16103,16103
2,34,1,16095,16095
2,36,0,16157,16157
2,36,1,16130,16130
2,38,0,16094,16094
2,38,1,16112,16112
2,40,0,16104,16104
2,40,1,16039,16039
2,42,0,16080,16080
2,42,1,16032,16032
2,44,0,16034,16034
2,44,1,16034,16034
2,46,0,16044,16044
2,46,1,16062,16062
2,48,0,16147,16147
2,48,1,16094,16094
2,50,0,16049,16049
2,50,1,16020,16020
2,52,0,16026,16026
2,52,1,16063,16063
2,54,0,16097,16097
2,54,1,16025,16025
2,56,0,16143,16143
2,56,1,16025,16025
2,58,0,16135,16135
2,58,1,16063,16063
2,60,0,16078,16078
2,60,1,16059,16059
2,62,0,16108,16108
2,62,1,16126,16126
4,0,0,16646,2880
4,0,1,16085,2438
4,2,0,16687,4945
4,2,1,16115,4225
4,4,0,16831,6950
4,4,1,16109,6135
4,6,0,16744,8593
4,6,1,16018,7625
4,8,0,16693,9488
4,8,1,16156,8804
4,10,0,16114,9503
4,10,1,15965,9260
4,12,0,16143,9557
4,12,1,16141,9534
4,14,0,16073,9465
4,14,1,15997,9478
4,16,0,16101,9542
4,16,1,16007,9472
4,18,0,16095,9556
4,18,1,16076,9583
4,20,0,16103,10060
4,20,1,16045,9851
4,22,0,16140,11182
4,22,1,16104,10976
4,24,0,16031,12865
4,24,1,15988,12453
4,26,0,16193,14848
4,26,1,16128,14385
4,28,0,16180,15880
4,28,1,16048,15676
4,30,0,15950,15947
4,30,1,16069,16041
4,32,0,16072,16072
4,32,1,16139,16139
4,34,0,16048,16048
4,34,1,16055,16055
4,36,0,16064,16064
4,36,1,16127,16127
4,38,0,16123,16123
4,38,1,16091,16091
4,40,0,16013,16013
4,40,1,16104,16104
4,42,0,16130,16130
4,42,1,16242,16242
4,44,0,16088,16088
4,44,1,16037,16037
4,46,0,16131,16131
4,46,1,15977,15977
4,48,0,16116,16116
4,48,1,16099,16099
4,50,0,16136,16136
4,50,1,16128,16128
4,52,0,16109,16109
4,52,1,16155,16155
4,54,0,16127,16127
4,54,1,16134,16134
4,56,0,16157,16157
4,56,1,16041,16041
4,58,0,16180,16180
4,58,1,16098,16098
4,60,0,16097,16097
4,60,1,16054,16054
4,62,0,16114,16114
4,62,1,16124,16124
6,0,0,16148,3982
6,0,1,16638,3620
6,2,0,16092,5782
6,2,1,16666,5567
6,4,0,16080,7334
6,4,1,16742,7475
6,6,0,16054,8473
6,6,1,16618,8788
6,8,0,16107,9134
6,8,1,16016,9357
6,10,0,16136,9459
6,10,1,16077,9494
6,12,0,16016,9476
6,12,1,16101,9543
6,14,0,16114,9526
6,14,1,16155,9606
6,16,0,16017,9473
6,16,1,16002,9483
6,18,0,16065,9589
6,18,1,16053,9487
6,20,0,16129,10258
6,20,1,16045,9955
6,22,0,16122,11349
6,22,1,16165,11082
6,24,0,16097,12903
6,24,1,16108,12624
6,26,0,16097,14743
6,26,1,16103,14364
6,28,0,16086,15706
6,28,1,16095,15590
6,30,0,16144,16137
6,30,1,16118,16074
6,32,0,16165,16165
6,32,1,16032,16032
6,34,0,16169,16169
6,34,1,16082,16082
6,36,0,16082,16082
6,36,1,16208,16208
6,38,0,16107,16107
6,38,1,16120,16120
6,40,0,16145,16145
6,40,1,16149,16149
6,42,0,16128,16128
6,42,1,16042,16042
6,44,0,16175,16175
6,44,1,16097,16097
6,46,0,16074,16074
6,46,1,16044,16044
6,48,0,16060,16060
6,48,1,16176,16176
6,50,0,16074,16074
6,50,1,15975,15975
6,52,0,16080,16080
6,52,1,16086,16086
6,54,0,16161,16161
6,54,1,16051,16051
6,56,0,16126,16126
6,56,1,16024,16024
6,58,0,16154,16154
6,58,1,16084,16084
6,60,0,16099,16099
6,60,1,16053,16053
6,62,0,16154,16154
6,62,1,16025,16025
8,0,0,16162,785
8,0,1,16689,488
8,2,0,16110,1769
8,2,1,16625,1361
8,4,0,16113,3178
8,4,1,16619,2693
8,6,0,16105,4958
8,6,1,16678,4535
8,8,0,16128,6591
8,8,1,16653,6317
8,10,0,16132,7874
8,10,1,16796,8097
8,12,0,16089,8739
8,12,1,16714,9281
8,14,0,16049,9219
8,14,1,16113,9538
8,16,0,16021,9433
8,16,1,16158,9606
8,18,0,16068,9578
8,18,1,16032,9557
8,20,0,16024,10228
8,20,1,16127,10184
8,22,0,16066,11361
8,22,1,16133,11273
8,24,0,16138,12947
8,24,1,16167,12571
8,26,0,16149,14702
8,26,1,16077,14256
8,28,0,16132,15708
8,28,1,16005,15471
8,30,0,16161,16146
8,30,1,16093,16024
8,32,0,16115,16115
8,32,1,16125,16125
8,34,0,16097,16097
8,34,1,16119,16119
8,36,0,16200,16200
8,36,1,16127,16127
8,38,0,16173,16173
8,38,1,16116,16116
8,40,0,16073,16073
8,40,1,16019,16019
8,42,0,16125,16125
8,42,1,16117,16117
8,44,0,16090,16090
8,44,1,16045,16045
8,46,0,16140,16140
8,46,1,16073,16073
8,48,0,16127,16127
8,48,1,16023,16023
8,50,0,16013,16013
8,50,1,16114,16114
8,52,0,16133,16133
8,52,1,16122,16122
8,54,0,16087,16087
8,54,1,16146,16146
8,56,0,16182,16182
8,56,1,16009,16009
8,58,0,16144,16144
8,58,1,16064,16064
8,60,0,16095,16095
8,60,1,16016,16016
8,62,0,16118,16118
8,62,1,16099,16099
10,0,0,16157,24
10,0,1,16649,12
10,2,0,16095,191
10,2,1,16651,76
10,4,0,16120,671
10,4,1,16663,337
10,6,0,16160,1718
10,6,1,16680,1098
10,8,0,16044,3089
10,8,1,16727,2403
10,10,0,16211,4693
10,10,1,16630,4153
10,12,0,16160,6435
10,12,1,16565,6026
10,14,0,16171,7791
10,14,1,16597,7808
10,16,0,16090,8751
10,16,1,16751,9041
10,18,0,16085,9486
10,18,1,16168,9588
10,20,0,16103,10384
10,20,1,16118,10251
10,22,0,16228,11679
10,22,1,16113,11301
10,24,0,16079,12911
10,24,1,16121,12717
10,26,0,16160,14591
10,26,1,16033,14160
10,28,0,16086,15611
10,28,1,16099,15534
10,30,0,16172,16149
10,30,1,16020,15943
10,32,0,16141,16141
10,32,1,16076,16076
10,34,0,16160,16160
10,34,1,16142,16142
10,36,0,16112,16112
10,36,1,16148,16148
10,38,0,16024,16024
10,38,1,16054,16054
10,40,0,16214,16214
10,40,1,16251,16251
10,42,0,16046,16046
10,42,1,16115,16115
10,44,0,16217,16217
10,44,1,16107,16107
10,46,0,16111,16111
10,46,1,16042,16042
10,48,0,16144,16144
10,48,1,16039,16039
10,50,0,16097,16097
10,50,1,16170,16170
10,52,0,16059,16059
10,52,1,16142,16142
10,54,0,16093,16093
10,54,1,15926,15926
10,56,0,16099,16099
10,56,1,16091,16091
10,58,0,16183,16183
10,58,1,16134,16134
10,60,0,16141,16141
10,60,1,16039,16039
10,62,0,16083,16083
10,62,1,16111,16111
12,0,0,16154,0
12,0,1,16712,0
12,2,0,16077,0
12,2,1,16702,0
12,4,0,16066,7
12,4,1,16645,1
12,6,0,16181,99
12,6,1,16658,29
12,8,0,16138,580
12,8,1,16759,207
12,10,0,16098,1343
12,10,1,16648,912
12,12,0,16237,2756
12,12,1,16728,2138
12,14,0,16141,4510
12,14,1,16697,3757
12,16,0,16033,6133
12,16,1,16638,5640
12,18,0,16034,7853
12,18,1,16655,7561
12,20,0,16006,9526
12,20,1,16600,9712
12,22,0,16140,11416
12,22,1,16179,11352
12,24,0,16112,13024
12,24,1,16223,12789
12,26,0,16054,14427
12,26,1,16223,14170
12,28,0,16106,15617
12,28,1,16057,15416
12,30,0,16150,16102
12,30,1,16069,15980
12,32,0,16085,16085
12,32,1,16155,16155
12,34,0,16156,16156
12,34,1,16163,16163
12,36,0,16110,16110
12,36,1,15950,15950
12,38,0,16051,16051
12,38,1,15992,15992
12,40,0,16077,16077
12,40,1,16085,16085
12,42,0,16096,16096
12,42,1,16181,16181
12,44,0,16131,16131
12,44,1,16017,16017
12,46,0,16064,16064
12,46,1,16067,16067
12,48,0,16051,16051
12,48,1,16052,16052
12,50,0,16082,16082
12,50,1,16168,16168
12,52,0,16043,16043
12,52,1,16095,16095
12,54,0,16213,16213
12,54,1,16184,16184
12,56,0,16194,16194
12,56,1,16062,16062
12,58,0,16140,16140
12,58,1,16002,16002
12,60,0,16128,16128
12,60,1,16102,16102
12,62,0,16094,16094
12,62,1,16024,16024
14,0,0,16121,0
14,0,1,16748,0
14,2,0,16147,0
14,2,1,16677,0
14,4,0,16138,0
14,4,1,16654,0
14,6,0,16037,0
14,6,1,16608,0
14,8,0,16080,12
14,8,1,16663,1
14,10,0,16038,90
14,10,1,16605,30
14,12,0,16066,554
14,12,1,16779,255
14,14,0,16003,1646
14,14,1,16651,1084
14,16,0,16152,3144
14,16,1,16740,2366
14,18,0,16201,5045
14,18,1,16642,4278
14,20,0,16156,7487
14,20,1,16606,6946
14,22,0,16080,10054
14,22,1,16622,9940
14,24,0,16065,12483
14,24,1,16513,12426
14,26,0,16090,14410
14,26,1,16049,14108
14,28,0,16038,15458
14,28,1,16100,15480
14,30,0,16126,16071
14,30,1,16065,15966
14,32,0,16008,16008
14,32,1,16136,16134
14,34,0,16127,16127
14,34,1,16112,16112
14,36,0,16115,16115
14,36,1,16212,16212
14,38,0,16055,16055
14,38,1,16022,16022
14,40,0,16137,16137
14,40,1,16133,16133
14,42,0,16072,16072
14,42,1,16142,16142
14,44,0,16101,16101
14,44,1,16186,16186
14,46,0,16139,16139
14,46,1,15981,15981
14,48,0,16109,16109
14,48,1,16013,16013
14,50,0,16169,16169
14,50,1,16102,16102
14,52,0,16209,16209
14,52,1,16049,16049
14,54,0,16012,16012
14,54,1,16047,16047
14,56,0,16077,16077
14,56,1,16071,16071
14,58,0,16110,16110
14,58,1,16064,16064
14,60,0,16144,16144
14,60,1,16064,16064
14,62,0,16154,16154
14,62,1,16167,16167
16,0,0,16147,0
16,0,1,16658,0
16,2,0,15990,0
16,2,1,16702,0
16,4,0,16109,0
16,4,1,16668,0
16,6,0,16078,0
16,6,1,16724,0
16,8,0,16003,0
16,8,1,16632,0
16,10,0,16197,0
16,10,1,16706,0
16,12,0,16101,2
16,12,1,16629,0
16,14,0,16107,85
16,14,1,16560,18
16,16,0,16130,648
16,16,1,16709,253
16,18,0,16100,1887
16,18,1,16725,1304
16,20,0,16154,4219
16,20,1,16758,3592
16,22,0,16169,7207
16,22,1,16587,6576
16,24,0,16117,10357
16,24,1,16718,10109
16,26,0,16118,13551
16,26,1,16620,13226
16,28,0,16044,15174
16,28,1,16021,15310
16,30,0,16141,16071
16,30,1,16142,16024
16,32,0,16081,16081
16,32,1,16070,16070
16,34,0,16039,16039
16,34,1,16055,16055
16,36,0,16148,16148
16,36,1,16137,16137
16,38,0,16183,16183
16,38,1,16081,16081
16,40,0,16094,16094
16,40,1,16187,16187
16,42,0,16176,16176
16,42,1,16094,16094
16,44,0,16136,16136
16,44,1,16196,16196
16,46,0,16042,16042
16,46,1,16140,16140
16,48,0,16155,16155
16,48,1,16114,16114
16,50,0,16176,16176
16,50,1,16030,16030
16,52,0,16014,16014
16,52,1,16031,16031
16,54,0,16018,16018
16,54,1,16122,16122
16,56,0,16066,16066
16,56,1,16064,16064
16,58,0,16135,16135
16,58,1,16165,16165
16,60,0,16083,16083
16,60,1,16156,16156
16,62,0,16097,16097
16,62,1,16087,16087
18,0,0,16050,0
18,0,1,16651,0
18,2,0,16206,0
18,2,1,16695,0
18,4,0,16111,0
18,4,1,16635,0
18,6,0,16048,0
18,6,1,16624,0
18,8,0,16126,0
18,8,1,16713,0
18,10,0,16016,0
18,10,1,16753,0
18,12,0,16130,0
18,12,1,16720,0
18,14,0,16099,0
18,14,1,16710,0
18,16,0,16167,26
18,16,1,16625,3
18,18,0,16081,481
18,18,1,16652,194
18,20,0,16115,2345
18,20,1,16585,1910
18,22,0,16091,4966
18,22,1,16642,4470
18,24,0,16080,8253
18,24,1,16667,7622
18,26,0,16039,12084
18,26,1,16651,11455
18,28,0,16084,14306
18,28,1,16611,14298
18,30,0,16025,15783
18,30,1,16033,15918
18,32,0,16104,16102
18,32,1,16151,16150
18,34,0,16159,16159
18,34,1,16009,16009
18,36,0,16096,16096
18,36,1,16150,16150
18,38,0,16005,16005
18,38,1,16087,16087
18,40,0,16107,16107
18,40,1,16045,16045
18,42,0,16035,16035
18,42,1,16007,16007
18,44,0,16042,16042
18,44,1,16108,16108
18,46,0,16078,16078
18,46,1,15981,15981
18,48,0,16184,16184
18,48,1,16045,16045
18,50,0,16089,16089
18,50,1,16088,16088
18,52,0,16035,16035
18,52,1,16026,16026
18,54,0,16129,16129
18,54,1,16110,16110
18,56,0,16134,16134
18,56,1,15997,15997
18,58,0,16075,16075
18,58,1,16034,16034
18,60,0,16090,16090
18,60,1,16090,16090
18,62,0,16083,16083
18,62,1,16039,16039
20,0,0,16184,0
20,0,1,16584,0
20,2,0,16132,0
20,2,1,16695,0
20,4,0,16062,0
20,4,1,16743,0
20,6,0,16087,0
20,6,1,16677,0
20,8,0,16125,0
20,8,1,16590,0
20,10,0,16126,0
20,10,1,16642,0
20,12,0,16218,0
20,12,1,16727,0
20,14,0,16047,0
20,14,1,16633,0
20,16,0,16108,0
20,16,1,16819,0
20,18,0,16032,92
20,18,1,16707,33
20,20,0,16122,1259
20,20,1,16715,924
20,22,0,16039,3628
20,22,1,16661,2958
20,24,0,16175,6428
20,24,1,16577,5907
20,26,0,16204,10406
20,26,1,16585,9746
20,28,0,16118,12984
20,28,1,16672,12839
20,30,0,16105,14939
20,30,1,16653,15200
20,32,0,16073,15986
20,32,1,16182,16178
20,34,0,16110,16110
20,34,1,15980,15980
20,36,0,16082,16082
20,36,1,16044,16044
20,38,0,16110,16110
20,38,1,16156,16156
20,40,0,16192,16192
20,40,1,16154,16154
20,42,0,16071,16071
20,42,1,16189,16189
20,44,0,16122,16122
20,44,1,15972,15972
20,46,0,16127,16127
20,46,1,16058,16058
20,48,0,16080,16080
20,48,1,15973,15973
20,50,0,16100,16100
20,50,1,16025,16025
20,52,0,16088,16088
20,52,1,16151,16151
20,54,0,16178,16178
20,54,1,15997,15997
20,56,0,16104,16104
20,56,1,16051,16051
20,58,0,16122,16122
20,58,1,16049,16049
20,60,0,16100,16100
20,60,1,16102,16102
20,62,0,16102,16102
20,62,1,16097,16097
22,0,0,16066,0
22,0,1,16585,0
22,2,0,16200,0
22,2,1,16586,0
22,4,0,16061,0
22,4,1,16713,0
22,6,0,16048,0
22,6,1,16640,0
22,8,0,16178,0
22,8,1,16651,0
22,10,0,16031,0
22,10,1,16615,0
22,12,0,16106,0
22,12,1,16734,0
22,14,0,16026,0
22,14,1,16617,0
22,16,0,16182,0
22,16,1,16626,0
22,18,0,16083,54
22,18,1,16635,37
22,20,0,16123,947
22,20,1,16649,708
22,22,0,16174,2544
22,22,1,16587,2177
22,24,0,16093,5506
22,24,1,16661,5104
22,26,0,16137,8597
22,26,1,16647,8082
22,28,0,16198,12166
22,28,1,16647,11498
22,30,0,16111,13977
22,30,1,16638,14139
22,32,0,16111,15520
22,32,1,16653,15955
22,34,0,16145,16133
22,34,1,16087,16087
22,36,0,16160,16160
22,36,1,16073,16073
22,38,0,16132,16132
22,38,1,16088,16088
22,40,0,16164,16164
22,40,1,16090,16090
22,42,0,16148,16148
22,42,1,16132,16132
22,44,0,16148,16148
22,44,1,16101,16101
22,46,0,16138,16138
22,46,1,16006,16006
22,48,0,16110,16110
22,48,1,16044,16044
22,50,0,16041,16041
22,50,1,16097,16097
22,52,0,16110,16110
22,52,1,16111,16111
22,54,0,16197,16197
22,54,1,16252,16252
22,56,0,16110,16110
22,56,1,16111,16111
22,58,0,16128,16128
22,58,1,16162,16162
22,60,0,16196,16196
22,60,1,15992,15992
22,62,0,16177,16177
22,62,1,16021,16021
24,0,0,16037,0
24,0,1,16596,0
24,2,0,16196,0
24,2,1,16628,0
24,4,0,16224,0
24,4,1,16758,0
24,6,0,16131,0
24,6,1,16651,0
24,8,0,16075,0
24,8,1,16686,0
24,10,0,16208,0
24,10,1,16682,0
24,12,0,16048,0
24,12,1,16664,0
24,14,0,16057,0
24,14,1,16768,0
24,16,0,16078,1
24,16,1,16677,0
24,18,0,16086,24
24,18,1,16671,22
24,20,0,16090,861
24,20,1,16641,796
24,22,0,16208,2238
24,22,1,16679,1972
24,24,0,16183,4704
24,24,1,16657,4421
24,26,0,16141,7785
24,26,1,16633,7329
24,28,0,16238,10541
24,28,1,16675,10231
24,30,0,16154,13427
24,30,1,16616,13304
24,32,0,16096,14713
24,32,1,16647,15215
24,34,0,16152,16045
24,34,1,16179,16179
24,36,0,16097,16097
24,36,1,16021,16021
24,38,0,16139,16139
24,38,1,16181,16181
24,40,0,16092,16092
24,40,1,16052,16052
24,42,0,16106,16106
24,42,1,16110,16110
24,44,0,16098,16098
24,44,1,16085,16085
24,46,0,16135,16135
24,46,1,16129,16129
24,48,0,16040,16040
24,48,1,16128,16128
24,50,0,16165,16165
24,50,1,15998,15998
24,52,0,16065,16065
24,52,1,16077,16077
24,54,0,16154,16154
24,54,1,16075,16075
24,56,0,16098,16098
24,56,1,16043,16043
24,58,0,16095,16095
24,58,1,16058,16058
24,60,0,16147,16147
24,60,1,16078,16078
24,62,0,16123,16123
24,62,1,16066,16066
26,0,0,16119,0
26,0,1,16628,0
26,2,0,16107,0
26,2,1,16717,0
26,4,0,16084,0
26,4,1,16673,0
26,6,0,16069,0
26,6,1,16735,0
26,8,0,16030,0
26,8,1,16694,0
26,10,0,16112,0
26,10,1,16633,0
26,12,0,16139,0
26,12,1,16580,0
26,14,0,16088,0
26,14,1,16802,0
26,16,0,16089,0
26,16,1,16676,0
26,18,0,16116,21
26,18,1,16649,18
26,20,0,16097,798
26,20,1,16674,718
26,22,0,16086,2179
26,22,1,16697,1968
26,24,0,16059,4107
26,24,1,16658,3866
26,26,0,16061,7348
26,26,1,16690,6823
26,28,0,16138,9916
26,28,1,16710,9464
26,30,0,16103,12892
26,30,1,16751,12801
26,32,0,16104,14307
26,32,1,16707,14651
26,34,0,16038,15745
26,34,1,16599,16113
26,36,0,16053,16052
26,36,1,16044,16044
26,38,0,16047,16047
