filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.3355,-27.3478,0.3355,162.9035
sweep_01.s2p,30298500.0,-1.2032,-28.8406,1.2032,48.7725
sweep_01.s2p,60297000.0,-1.7202,-27.8839,1.7202,48.2186
sweep_01.s2p,90295500.0,-2.146,-36.3129,2.146,50.7103
sweep_01.s2p,120294000.0,-2.5103,-25.7006,2.5103,46.23
sweep_01.s2p,150292500.0,-2.8419,-28.1153,2.8419,46.8663
sweep_01.s2p,180291000.0,-3.1195,-36.5922,3.1195,46.7773
sweep_01.s2p,210289500.0,-3.4202,-24.1295,3.4202,45.4276
sweep_01.s2p,240288000.0,-3.6624,-24.7864,3.6624,44.3358
sweep_01.s2p,270286500.0,-3.8864,-39.2074,3.8864,47.2042
sweep_01.s2p,300285000.0,-4.1089,-25.9132,4.1089,46.1384
sweep_01.s2p,330283500.0,-4.3142,-24.4707,4.3142,43.1481
sweep_01.s2p,360282000.0,-4.512,-30.5857,4.512,50.43
sweep_01.s2p,390280500.0,-4.7457,-31.6259,4.7457,47.8448
sweep_01.s2p,420279000.0,-4.8587,-23.1908,4.8587,44.9522
sweep_01.s2p,450277500.0,-4.9765,-22.298,4.9765,54.7462
sweep_01.s2p,480276000.0,-5.2111,-26.6599,5.2111,51.0845
sweep_01.s2p,510274500.0,-5.4468,-22.901,5.4468,52.0547
sweep_01.s2p,540273000.0,-5.521,-21.1178,5.521,56.6755
sweep_01.s2p,570271500.0,-5.7233,-21.2095,5.7233,56.1593
sweep_01.s2p,600270000.0,-5.9433,-20.878,5.9433,57.9827
sweep_01.s2p,630268500.0,-6.0809,-18.7054,6.0809,58.3822
sweep_01.s2p,660267000.0,-6.2714,-19.1251,6.2714,58.4416
sweep_01.s2p,690265500.0,-6.3539,-19.1895,6.3539,52.8011
sweep_01.s2p,720264000.0,-6.4843,-19.5281,6.4843,54.4467
sweep_01.s2p,750262500.0,-6.673,-17.0325,6.673,56.4448
sweep_01.s2p,780261000.0,-6.7382,-18.3388,6.7382,47.4537
sweep_01.s2p,810259500.0,-6.8939,-20.5224,6.8939,49.3372
sweep_01.s2p,840258000.0,-7.0461,-17.8063,7.0461,47.8661
sweep_01.s2p,870256500.0,-7.1337,-17.6356,7.1337,42.2303
sweep_01.s2p,900255000.0,-7.2904,-19.404,7.2904,43.0941
sweep_01.s2p,930253500.0,-7.4557,-18.3626,7.4557,40.0884
sweep_01.s2p,960252000.0,-7.6445,-15.9402,7.6445,38.961
sweep_01.s2p,990250500.0,-7.7805,-15.9528,7.7805,38.2184
sweep_01.s2p,1020249000.0,-7.8363,-17.8943,7.8363,38.6631
sweep_01.s2p,1050247500.0,-8.0494,-15.5072,8.0494,38.9166
sweep_01.s2p,1080246000.0,-8.2023,-13.9731,8.2023,36.0945
sweep_01.s2p,1110244500.0,-8.3612,-14.3328,8.3612,42.1404
sweep_01.s2p,1140243000.0,-8.5291,-13.6447,8.5291,40.6499
sweep_01.s2p,1170241500.0,-8.7586,-11.5382,8.7586,36.6467
sweep_01.s2p,1200240000.0,-8.7657,-12.1616,8.7657,49.0063
sweep_01.s2p,1230238500.0,-8.8251,-12.9499,8.8251,47.2678
sweep_01.s2p,1260237000.0,-9.0329,-11.5635,9.0329,47.8305
sweep_01.s2p,1290235500.0,-9.1812,-11.1984,9.1812,61.6577
sweep_01.s2p,1320234000.0,-9.2225,-12.5356,9.2225,58.7924
sweep_01.s2p,1350232500.0,-9.3629,-11.5114,9.3629,64.7728
sweep_01.s2p,1380231000.0,-9.5259,-10.7274,9.5259,71.1082
sweep_01.s2p,1410229500.0,-9.5646,-11.3446,9.5646,70.5793
sweep_01.s2p,1440228000.0,-9.6908,-11.5494,9.6908,73.6103
sweep_01.s2p,1470226500.0,-9.898,-10.4423,9.898,72.7862
sweep_01.s2p,1500225000.0,-9.9554,-10.3802,9.9554,71.034
sweep_01.s2p,1530223500.0,-9.982,-11.3989,9.982,61.9535
sweep_01.s2p,1560222000.0,-10.0806,-11.5623,10.0806,60.1084
sweep_01.s2p,1590220500.0,-10.2547,-10.6297,10.2547,55.3521
sweep_01.s2p,1620219000.0,-10.2567,-11.3948,10.2567,47.682
sweep_01.s2p,1650217500.0,-10.3417,-11.8097,10.3417,47.083
sweep_01.s2p,1680216000.0,-10.5363,-10.7547,10.5363,40.8238
sweep_01.s2p,1710214500.0,-10.7048,-9.8959,10.7048,38.1108
sweep_01.s2p,1740213000.0,-10.7297,-10.7643,10.7297,38.9549
sweep_01.s2p,1770211500.0,-10.9345,-10.4869,10.9345,36.0678
sweep_01.s2p,1800210000.0,-11.2122,-9.3472,11.2122,35.8059
sweep_01.s2p,1830208500.0,-11.2747,-9.7259,11.2747,35.1938
sweep_01.s2p,1860207000.0,-11.4287,-10.4335,11.4287,35.5786
sweep_01.s2p,1890205500.0,-11.6582,-9.2059,11.6582,34.7884
sweep_01.s2p,1920204000.0,-11.7906,-8.4998,11.7906,33.2159
sweep_01.s2p,1950202500.0,-11.8304,-9.4719,11.8304,38.507
sweep_01.s2p,1980201000.0,-12.0125,-9.501,12.0125,39.4034
sweep_01.s2p,2010199500.0,-12.1635,-8.4302,12.1635,40.5129
sweep_01.s2p,2040198000.0,-12.2239,-8.8224,12.2239,51.2667
sweep_01.s2p,2070196500.0,-12.3507,-8.6094,12.3507,51.5265
sweep_01.s2p,2100195000.0,-12.4972,-7.6508,12.4972,59.1411
sweep_01.s2p,2130193500.0,-12.6106,-7.2224,12.6106,68.0685
sweep_01.s2p,2160192000.0,-12.7014,-7.4486,12.7014,68.5541
sweep_01.s2p,2190190500.0,-12.8384,-6.861,12.8384,75.3594
sweep_01.s2p,2220189000.0,-13.0801,-6.2048,13.0801,76.9966
sweep_01.s2p,2250187500.0,-13.2842,-6.1583,13.2842,78.5048
sweep_01.s2p,2280186000.0,-13.2581,-6.2822,13.2581,80.029
sweep_01.s2p,2310184500.0,-13.3501,-6.2431,13.3501,76.9201
sweep_01.s2p,2340183000.0,-13.4834,-6.2822,13.4834,75.4087
sweep_01.s2p,2370181500.0,-13.3787,-6.4764,13.3787,68.7459
sweep_01.s2p,2400180000.0,-13.4082,-6.6058,13.4082,63.1227
sweep_01.s2p,2430178500.0,-13.706,-6.3082,13.706,53.6836
sweep_01.s2p,2460177000.0,-13.7872,-6.5398,13.7872,49.7652
sweep_01.s2p,2490175500.0,-13.7754,-6.9069,13.7754,48.8063
sweep_01.s2p,2520174000.0,-13.9952,-6.8017,13.9952,45.285
sweep_01.s2p,2550172500.0,-14.3123,-6.4344,14.3123,44.4834
sweep_01.s2p,2580171000.0,-14.2621,-7.0808,14.2621,44.2913
sweep_01.s2p,2610169500.0,-14.4241,-7.5189,14.4241,43.1582
sweep_01.s2p,2640168000.0,-14.6652,-7.1333,14.6652,40.9616
sweep_01.s2p,2670166500.0,-14.7488,-7.1888,14.7488,39.3778
