lane_id,channel,rate_gbps,linked,eye_csv,eye_area_ratio,zero_error_fraction,eye_height_mv,eye_width_ui,eye_png,margin_csv,link_margin_mv,error_onset_mv,num_margin_points,num_margin_runs
fwd_3g,forward,3.0,True,eye_fwd_3g.csv,0.196289,0.175781,157.5,0.84375,eye_fwd_3g.png,margin_fwd_3g.csv,50.0,,37,5
fwd_6g,forward,6.0,True,eye_fwd_6g.csv,0.109863,0.078857,137.812,0.6875,eye_fwd_6g.png,margin_fwd_6g.csv,310.0,300.0,18,5
rev_187m_fwd3g,reverse,0.1875,True,eye_rev_187m_fwd3g.csv,0.25,0.234375,157.5,2.0,eye_rev_187m_fwd3g.png,margin_rev_187m_fwd3g.csv,150.0,140.0,14,5
rev_187m_fwd6g,reverse,0.1875,True,eye_rev_187m_fwd6g.csv,0.158691,0.132324,98.438,2.0,eye_rev_187m_fwd6g.png,margin_rev_187m_fwd6g.csv,110.0,100.0,17,5
