phase,vth,polarity,hits,errors
0,0,0,16673,0
0,0,1,16194,0
0,2,0,16556,0
0,2,1,16187,0
0,4,0,16592,0
0,4,1,16097,0
0,6,0,16704,0
0,6,1,16126,0
0,8,0,16572,0
0,8,1,16180,0
0,10,0,16565,0
0,10,1,16208,0
0,12,0,16596,10
0,12,1,16138,28
0,14,0,16666,111
0,14,1,16068,150
0,16,0,16629,469
0,16,1,16017,608
0,18,0,16625,1373
0,18,1,16147,1630
0,20,0,16652,2852
0,20,1,16153,3192
0,22,0,16585,5245
0,22,1,16179,5341
0,24,0,16609,7955
0,24,1,16118,7872
0,26,0,16760,11283
0,26,1,16206,10773
0,28,0,16614,13704
0,28,1,16161,13006
0,30,0,16224,15271
0,30,1,16181,14757
0,32,0,16348,16028
0,32,1,16081,15750
0,34,0,16453,16426
0,34,1,16113,16082
0,36,0,16328,16327
0,36,1,16107,16107
0,38,0,16382,16382
0,38,1,16148,16148
0,40,0,16415,16415
0,40,1,16107,16107
0,42,0,16373,16373
0,42,1,16121,16121
0,44,0,16449,16449
0,44,1,16143,16143
0,46,0,16412,16412
0,46,1,16105,16105
0,48,0,16316,16316
0,48,1,16150,16150
0,50,0,16406,16406
0,50,1,16142,16142
0,52,0,16312,16312
0,52,1,16184,16184
0,54,0,16361,16361
0,54,1,16127,16127
0,56,0,16418,16418
0,56,1,16241,16241
0,58,0,16404,16404
0,58,1,16147,16147
0,60,0,16366,16366
0,60,1,16188,16188
0,62,0,16445,16445
0,62,1,16207,16207
2,0,0,16708,0
2,0,1,16051,0
2,2,0,16622,0
2,2,1,16130,0
2,4,0,16653,0
2,4,1,16020,0
2,6,0,16579,0
2,6,1,16168,0
2,8,0,16527,0
2,8,1,16036,0
2,10,0,16652,1
2,10,1,16091,0
2,12,0,16485,19
2,12,1,16133,15
2,14,0,16572,116
2,14,1,16153,150
2,16,0,16664,547
2,16,1,16159,610
2,18,0,16531,1419
2,18,1,15985,1741
2,20,0,16676,3114
2,20,1,16053,3310
2,22,0,16645,5267
2,22,1,16135,5232
2,24,0,16666,8088
2,24,1,16220,7999
2,26,0,16484,10917
2,26,1,16152,10638
2,28,0,16610,13583
2,28,1,16137,12981
2,30,0,16252,15203
2,30,1,16065,14814
2,32,0,16309,16021
2,32,1,16096,15792
2,34,0,16343,16312
2,34,1,16131,16109
2,36,0,16349,16349
2,36,1,16204,16203
2,38,0,16370,16370
2,38,1,16090,16090
2,40,0,16343,16343
2,40,1,16113,16113
2,42,0,16493,16493
2,42,1,16081,16081
2,44,0,16387,16387
2,44,1,16046,16046
2,46,0,16324,16324
2,46,1,16156,16156
2,48,0,16395,16395
2,48,1,16071,16071
2,50,0,16234,16234
