phase,vth,polarity,hits,errors
0,0,0,16397,0
0,0,1,16478,0
0,2,0,16295,0
0,2,1,16436,0
0,4,0,16364,0
0,4,1,16280,0
0,6,0,16362,0
0,6,1,16424,0
0,8,0,16285,0
0,8,1,16426,0
0,10,0,16312,0
0,10,1,16443,0
0,12,0,16337,0
0,12,1,16374,0
0,14,0,16437,1
0,14,1,16569,1
0,16,0,16347,34
0,16,1,16412,33
0,18,0,16372,250
0,18,1,16427,281
0,20,0,16377,1191
0,20,1,16459,1194
0,22,0,16330,3606
0,22,1,16474,3879
0,24,0,16247,7566
0,24,1,16393,7807
0,26,0,16317,11984
0,26,1,16312,12019
0,28,0,16321,15035
0,28,1,16347,15005
0,30,0,16313,16101
0,30,1,16353,16168
0,32,0,16357,16342
0,32,1,16257,16250
0,34,0,16376,16376
0,34,1,16301,16301
0,36,0,16417,16417
0,36,1,16283,16283
0,38,0,16237,16237
0,38,1,16300,16300
0,40,0,16320,16320
0,40,1,16302,16302
0,42,0,16347,16347
0,42,1,16222,16222
0,44,0,16346,16346
0,44,1,16288,16288
0,46,0,16350,16350
0,46,1,16311,16311
0,48,0,16323,16323
0,48,1,16252,16252
0,50,0,16344,16344
0,50,1,16304,16304
0,52,0,16387,16387
0,52,1,16359,16359
0,54,0,16222,16222
0,54,1,16261,16261
0,56,0,16237,16237
0,56,1,16244,16244
0,58,0,16284,16284
0,58,1,16240,16240
0,60,0,16331,16331
0,60,1,16379,16379
0,62,0,16381,16381
0,62,1,16346,16346
2,0,0,16328,0
2,0,1,16431,0
2,2,0,16329,0
2,2,1,16463,0
2,4,0,16273,0
2,4,1,16426,0
2,6,0,16348,0
2,6,1,16422,0
2,8,0,16366,0
2,8,1,16555,0
2,10,0,16378,0
2,10,1,16395,0
2,12,0,16407,0
2,12,1,16432,1
2,14,0,16355,1
2,14,1,16452,2
2,16,0,16315,45
2,16,1,16437,42
2,18,0,16352,278
2,18,1,16494,279
2,20,0,16317,1285
2,20,1,16501,1333
2,22,0,16293,3927
2,22,1,16431,4001
2,24,0,16339,8079
2,24,1,16412,7783
2,26,0,16382,12436
2,26,1,16529,12196
2,28,0,16315,14947
2,28,1,16466,15073
2,30,0,16355,16138
2,30,1,16378,16176
2,32,0,16343,16330
2,32,1,16285,16280
2,34,0,16368,16368
2,34,1,16267,16267
2,36,0,16318,16318
2,36,1,16291,16291
2,38,0,16351,16351
2,38,1,16245,16245
2,40,0,16328,16328
2,40,1,16384,16384
2,42,0,16412,16412
2,42,1,16310,16310
2,44,0,16345,16345
2,44,1,16300,16300
2,46,0,16367,16367
2,46,1,16267,16267
2,48,0,16374,16374
2,48,1,16291,16291
2,50,0,16312,16312
2,50,1,16332,16332
2,52,0,16284,16284
2,52,1,16375,16375
2,54,0,16349,16349
2,54,1,16263,16263
2,56,0,16317,16317
2,56,1,16283,16283
2,58,0,16444,16444
2,58,1,16361,16361
2,60,0,16338,16338
2,60,1,16290,16290
2,62,0,16155,16155
2,62,1,16331,16331
4,0,0,16225,0
4,0,1,16410,0
4,2,0,16280,0
4,2,1,16440,0
4,4,0,16351,0
4,4,1,16473,0
4,6,0,16387,0
4,6,1,16526,0
4,8,0,16361,0
4,8,1,16494,0
4,10,0,16332,0
