lane_id,channel,rate_gbps,linked,eye_csv,eye_area_ratio,zero_error_fraction,eye_height_mv,eye_width_ui,eye_png,margin_csv,link_margin_mv,error_onset_mv,num_margin_points,num_margin_runs
fwd_3g,forward,3.0,True,eye_fwd_3g.csv,0.216797,0.192383,216.562,0.8125,eye_fwd_3g.png,margin_fwd_3g.csv,50.0,,37,3
fwd_6g,forward,6.0,True,eye_fwd_6g.csv,0.0979,0.070557,118.125,0.71875,eye_fwd_6g.png,margin_fwd_6g.csv,360.0,350.0,13,3
rev_187m_fwd3g,reverse,0.1875,True,eye_rev_187m_fwd3g.csv,0.25,0.213867,157.5,2.0,eye_rev_187m_fwd3g.png,margin_rev_187m_fwd3g.csv,100.0,90.0,18,3
rev_187m_fwd6g,reverse,0.1875,True,eye_rev_187m_fwd6g.csv,0.125,0.088379,78.75,2.0,eye_rev_187m_fwd6g.png,margin_rev_187m_fwd6g.csv,90.0,80.0,20,3
