max_insertion_loss_db,min_return_loss_db,characteristic_impedance_ohm,insertion_loss_1MHz_db,insertion_loss_1MHz_db_per_m,insertion_loss_10MHz_db,insertion_loss_10MHz_db_per_m,insertion_loss_100MHz_db,insertion_loss_100MHz_db_per_m,insertion_loss_500MHz_db,insertion_loss_500MHz_db_per_m,insertion_loss_750MHz_db,insertion_loss_750MHz_db_per_m,insertion_loss_1GHz_db,insertion_loss_1GHz_db_per_m,insertion_loss_1500MHz_db,insertion_loss_1500MHz_db_per_m,insertion_loss_3GHz_db,insertion_loss_3GHz_db_per_m,filename,description,num_points,frequency_start_hz,frequency_stop_hz
-20.3463,-1.5207,51.64,-0.137,-0.1851,-0.1959,-0.2648,-0.6914,-0.9344,-1.5395,-2.0803,-1.737,-2.3473,-2.3237,-3.1402,-3.3408,-4.5146,-6.0852,-8.2232,sweep_01.s2p,nan,201,300000.0,6000000000.0
