filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.1324,-34.3228,0.1324,56.6885
sweep_01.s2p,30298500.0,-0.329,-20.9365,0.329,41.7426
sweep_01.s2p,60297000.0,-0.53,-16.1343,0.53,41.1425
sweep_01.s2p,90295500.0,-0.6789,-15.7818,0.6789,42.1498
sweep_01.s2p,120294000.0,-0.7176,-18.9099,0.7176,44.347
sweep_01.s2p,150292500.0,-0.7699,-31.3098,0.7699,48.7871
sweep_01.s2p,180291000.0,-0.8566,-21.0626,0.8566,62.4152
sweep_01.s2p,210289500.0,-1.0205,-15.6476,1.0205,21.3162
sweep_01.s2p,240288000.0,-1.1385,-14.5292,1.1385,32.3028
sweep_01.s2p,270286500.0,-1.143,-17.0328,1.143,41.4608
sweep_01.s2p,300285000.0,-1.1145,-24.8424,1.1145,47.9068
sweep_01.s2p,330283500.0,-1.1733,-21.2701,1.1733,54.5582
sweep_01.s2p,360282000.0,-1.3167,-15.514,1.3167,63.4729
sweep_01.s2p,390280500.0,-1.4511,-14.2003,1.4511,80.5151
sweep_01.s2p,420279000.0,-1.3996,-16.3829,1.3996,36.607
sweep_01.s2p,450277500.0,-1.2998,-23.7011,1.2998,45.6489
sweep_01.s2p,480276000.0,-1.4389,-19.7973,1.4389,56.5622
sweep_01.s2p,510274500.0,-1.5919,-14.9766,1.5919,61.2861
sweep_01.s2p,540273000.0,-1.6058,-14.4122,1.6058,62.3451
sweep_01.s2p,570271500.0,-1.6179,-17.0238,1.6179,60.288
sweep_01.s2p,600270000.0,-1.5992,-23.475,1.5992,52.196
sweep_01.s2p,630268500.0,-1.7168,-17.1327,1.7168,39.7438
sweep_01.s2p,660267000.0,-1.8717,-13.7703,1.8717,80.7679
sweep_01.s2p,690265500.0,-1.8973,-14.2123,1.8973,66.5214
sweep_01.s2p,720264000.0,-1.8132,-19.3127,1.8132,55.7272
sweep_01.s2p,750262500.0,-1.7363,-21.9463,1.7363,47.3091
sweep_01.s2p,780261000.0,-1.9042,-14.256,1.9042,39.0469
sweep_01.s2p,810259500.0,-2.1589,-12.2247,2.1589,29.8825
sweep_01.s2p,840258000.0,-2.1075,-14.0134,2.1075,24.1676
sweep_01.s2p,870256500.0,-1.9591,-22.5696,1.9591,49.4682
sweep_01.s2p,900255000.0,-2.0683,-17.3494,2.0683,39.4806
sweep_01.s2p,930253500.0,-2.3592,-11.6027,2.3592,35.5898
sweep_01.s2p,960252000.0,-2.516,-10.5684,2.516,35.0006
sweep_01.s2p,990250500.0,-2.3738,-13.2083,2.3738,37.5196
sweep_01.s2p,1020249000.0,-2.2198,-23.3145,2.2198,45.6666
sweep_01.s2p,1050247500.0,-2.441,-13.7132,2.441,40.3035
sweep_01.s2p,1080246000.0,-2.8294,-9.3582,2.8294,16.9088
sweep_01.s2p,1110244500.0,-2.9294,-9.0464,2.9294,25.0182
sweep_01.s2p,1140243000.0,-2.675,-12.3343,2.675,36.7606
sweep_01.s2p,1170241500.0,-2.4823,-20.2399,2.4823,50.0865
sweep_01.s2p,1200240000.0,-2.7613,-11.5079,2.7613,68.4983
sweep_01.s2p,1230238500.0,-3.1609,-8.1263,3.1609,93.4523
sweep_01.s2p,1260237000.0,-3.1767,-8.1981,3.1767,51.7499
sweep_01.s2p,1290235500.0,-2.8345,-11.7824,2.8345,34.6146
sweep_01.s2p,1320234000.0,-2.683,-16.5135,2.683,56.08
sweep_01.s2p,1350232500.0,-3.0177,-10.2861,3.0177,71.8391
sweep_01.s2p,1380231000.0,-3.3852,-7.8569,3.3852,79.1057
sweep_01.s2p,1410229500.0,-3.2834,-8.5059,3.2834,78.4171
sweep_01.s2p,1440228000.0,-2.9225,-12.8123,2.9225,68.8137
sweep_01.s2p,1470226500.0,-2.9137,-13.7931,2.9137,49.4869
sweep_01.s2p,1500225000.0,-3.344,-8.8849,3.344,57.9681
sweep_01.s2p,1530223500.0,-3.5811,-7.7013,3.5811,89.288
sweep_01.s2p,1560222000.0,-3.3145,-9.5965,3.3145,70.7369
sweep_01.s2p,1590220500.0,-3.0016,-15.2279,3.0016,52.9104
sweep_01.s2p,1620219000.0,-3.2262,-11.2983,3.2262,39.8603
sweep_01.s2p,1650217500.0,-3.7141,-7.8446,3.7141,30.2233
sweep_01.s2p,1680216000.0,-3.7546,-7.8968,3.7546,23.5496
sweep_01.s2p,1710214500.0,-3.357,-11.8898,3.357,29.5065
sweep_01.s2p,1740213000.0,-3.2488,-16.0308,3.2488,35.909
sweep_01.s2p,1770211500.0,-3.8062,-8.7194,3.8062,31.884
sweep_01.s2p,1800210000.0,-4.314,-6.6493,4.314,31.497
sweep_01.s2p,1830208500.0,-4.1416,-7.701,4.1416,33.9743
sweep_01.s2p,1860207000.0,-3.6451,-13.5817,3.6451,40.7221
sweep_01.s2p,1890205500.0,-3.8035,-11.8635,3.8035,45.7916
sweep_01.s2p,1920204000.0,-4.6268,-6.4161,4.6268,19.9264
sweep_01.s2p,1950202500.0,-5.0461,-5.3199,5.0461,16.716
sweep_01.s2p,1980201000.0,-4.6111,-7.0047,4.6111,27.7341
sweep_01.s2p,2010199500.0,-3.9533,-12.8464,3.9533,45.9927
sweep_01.s2p,2040198000.0,-4.3378,-8.8823,4.3378,69.3128
sweep_01.s2p,2070196500.0,-5.2309,-5.2483,5.2309,96.6543
sweep_01.s2p,2100195000.0,-5.4184,-4.8048,5.4184,107.1263
sweep_01.s2p,2130193500.0,-4.7256,-6.878,4.7256,69.8573
sweep_01.s2p,2160192000.0,-4.1841,-10.6031,4.1841,64.2556
sweep_01.s2p,2190190500.0,-4.7997,-6.778,4.7997,78.2556
sweep_01.s2p,2220189000.0,-5.5464,-4.6015,5.5464,83.6135
sweep_01.s2p,2250187500.0,-5.4535,-4.8257,5.4535,81.8247
sweep_01.s2p,2280186000.0,-4.6726,-7.4624,4.6726,73.4829
sweep_01.s2p,2310184500.0,-4.425,-9.0977,4.425,57.3257
sweep_01.s2p,2340183000.0,-5.213,-5.6318,5.213,46.1996
sweep_01.s2p,2370181500.0,-5.7417,-4.4511,5.7417,63.801
sweep_01.s2p,2400180000.0,-5.3267,-5.4756,5.3267,72.0687
