phase,vth,polarity,hits,errors
0,0,0,16339,30
0,0,1,16350,26
0,2,0,16249,178
0,2,1,16404,192
0,4,0,16349,729
0,4,1,16390,812
0,6,0,16409,2127
0,6,1,16514,2329
0,8,0,16237,4131
0,8,1,16393,4416
0,10,0,16332,6093
0,10,1,16503,6651
0,12,0,16409,7725
0,12,1,16401,8084
0,14,0,16267,8424
0,14,1,16356,8697
0,16,0,16459,8798
0,16,1,16191,8726
0,18,0,16330,8836
0,18,1,16267,8749
0,20,0,16352,8717
0,20,1,16314,8833
0,22,0,16307,8876
0,22,1,16296,8795
0,24,0,16393,9672
0,24,1,16327,9359
0,26,0,16439,12244
0,26,1,16287,11841
0,28,0,16286,14424
0,28,1,16298,14871
0,30,0,16338,16018
0,30,1,16348,16204
0,32,0,16252,16223
0,32,1,16333,16333
0,34,0,16427,16426
0,34,1,16348,16348
0,36,0,16363,16363
0,36,1,16317,16317
0,38,0,16404,16404
0,38,1,16348,16348
0,40,0,16344,16344
0,40,1,16314,16314
0,42,0,16328,16328
0,42,1,16350,16350
0,44,0,16292,16292
0,44,1,16254,16254
0,46,0,16375,16375
0,46,1,16390,16390
0,48,0,16217,16217
0,48,1,16266,16266
0,50,0,16350,16350
0,50,1,16240,16240
0,52,0,16244,16244
0,52,1,16366,16366
0,54,0,16432,16432
0,54,1,16232,16232
0,56,0,16402,16402
0,56,1,16322,16322
0,58,0,16422,16422
0,58,1,16423,16423
0,60,0,16386,16386
0,60,1,16109,16109
0,62,0,16301,16301
0,62,1,16391,16391
2,0,0,16322,378
2,0,1,16410,491
2,2,0,16380,1339
2,2,1,16422,1465
2,4,0,16384,3054
2,4,1,16442,3164
2,6,0,16398,5037
2,6,1,16402,5271
2,8,0,16273,6870
2,8,1,16344,7202
2,10,0,16360,8106
2,10,1,16475,8380
2,12,0,16270,8472
2,12,1,16224,8739
2,14,0,16311,8716
2,14,1,16304,8746
2,16,0,16384,8766
2,16,1,16319,8767
2,18,0,16361,8794
2,18,1,16264,8694
2,20,0,16314,8733
2,20,1,16359,8764
2,22,0,16345,8910
2,22,1,16350,8872
2,24,0,16320,9830
2,24,1,16346,9435
2,26,0,16386,11927
2,26,1,16257,11593
2,28,0,16464,14614
2,28,1,16237,14789
2,30,0,16312,15948
2,30,1,16346,16191
2,32,0,16265,16221
2,32,1,16338,16337
2,34,0,16393,16393
2,34,1,16301,16301
2,36,0,16346,16346
2,36,1,16326,16326
2,38,0,16325,16325
2,38,1,16382,16382
2,40,0,16325,16325
2,40,1,16291,16291
2,42,0,16429,16429
2,42,1,16351,16351
2,44,0,16322,16322
2,44,1,16277,16277
2,46,0,16377,16377
2,46,1,16352,16352
2,48,0,16350,16350
2,48,1,16332,16332
2,50,0,16219,16219
2,50,1,16312,16312
2,52,0,16176,16176
2,52,1,16398,16398
2,54,0,16320,16320
2,54,1,16234,16234
2,56,0,16241,16241
2,56,1,16356,16356
2,58,0,16275,16275
2,58,1,16292,16292
2,60,0,16340,16340
2,60,1,16263,16263
2,62,0,16424,16424
2,62,1,16194,16194
4,0,0,16356,2179
4,0,1,16416,2382
4,2,0,16389,4127
4,2,1,16512,4202
4,4,0,16274,6060
4,4,1,16485,6341
4,6,0,16334,7556
4,6,1,16532,7926
4,8,0,16361,8392
4,8,1,16455,8551
4,10,0,16315,8673
4,10,1,16276,8693
4,12,0,16371,8769
4,12,1,16242,8709
4,14,0,16368,8802
4,14,1,16200,8716
