filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.2892,-30.0244,0.2892,31.1744
sweep_01.s2p,30298500.0,-0.9192,-24.6359,0.9192,49.1994
sweep_01.s2p,60297000.0,-1.6028,-30.6928,1.6028,51.5657
sweep_01.s2p,90295500.0,-2.0937,-22.9016,2.0937,46.1793
sweep_01.s2p,120294000.0,-2.4342,-33.3035,2.4342,50.0072
sweep_01.s2p,150292500.0,-2.7884,-24.1328,2.7884,45.8454
sweep_01.s2p,180291000.0,-3.0437,-28.4745,3.0437,47.3765
sweep_01.s2p,210289500.0,-3.3476,-24.0835,3.3476,45.4393
sweep_01.s2p,240288000.0,-3.5768,-25.526,3.5768,45.6011
sweep_01.s2p,270286500.0,-3.7749,-25.739,3.7749,46.0706
sweep_01.s2p,300285000.0,-4.0855,-22.0166,4.0855,44.525
sweep_01.s2p,330283500.0,-4.2513,-28.909,4.2513,46.543
sweep_01.s2p,360282000.0,-4.5166,-19.6302,4.5166,45.0126
sweep_01.s2p,390280500.0,-4.665,-31.1233,4.665,47.9636
sweep_01.s2p,420279000.0,-4.8955,-20.0893,4.8955,48.5655
sweep_01.s2p,450277500.0,-4.9719,-29.4548,4.9719,51.5458
sweep_01.s2p,480276000.0,-5.2441,-20.3631,5.2441,53.6938
sweep_01.s2p,510274500.0,-5.4042,-22.6238,5.4042,55.5984
sweep_01.s2p,540273000.0,-5.5143,-20.5772,5.5143,58.1555
sweep_01.s2p,570271500.0,-5.7059,-21.4467,5.7059,57.0393
sweep_01.s2p,600270000.0,-5.8787,-24.0783,5.8787,58.3091
sweep_01.s2p,630268500.0,-6.065,-20.1473,6.065,58.4108
sweep_01.s2p,660267000.0,-6.2115,-24.2999,6.2115,54.5139
sweep_01.s2p,690265500.0,-6.3775,-19.9603,6.3775,58.2021
sweep_01.s2p,720264000.0,-6.5028,-23.1385,6.5028,50.0032
sweep_01.s2p,750262500.0,-6.606,-20.9333,6.606,54.42
sweep_01.s2p,780261000.0,-6.8095,-18.5219,6.8095,44.3389
sweep_01.s2p,810259500.0,-6.9996,-23.2107,6.9996,49.9232
sweep_01.s2p,840258000.0,-7.1509,-18.8493,7.1509,40.5448
sweep_01.s2p,870256500.0,-7.2092,-24.6375,7.2092,44.1903
sweep_01.s2p,900255000.0,-7.4288,-17.3437,7.4288,37.6018
sweep_01.s2p,930253500.0,-7.6079,-17.3009,7.6079,39.3469
sweep_01.s2p,960252000.0,-7.8165,-17.0843,7.8165,36.6699
sweep_01.s2p,990250500.0,-7.9297,-17.7714,7.9297,36.5428
sweep_01.s2p,1020249000.0,-8.0429,-20.4802,8.0429,38.4125
sweep_01.s2p,1050247500.0,-8.2098,-17.2007,8.2098,36.0464
sweep_01.s2p,1080246000.0,-8.3264,-21.217,8.3264,42.2875
sweep_01.s2p,1110244500.0,-8.5666,-16.0067,8.5666,37.6197
sweep_01.s2p,1140243000.0,-8.6845,-18.587,8.6845,47.9211
sweep_01.s2p,1170241500.0,-8.8789,-14.8514,8.8789,40.1689
sweep_01.s2p,1200240000.0,-9.0068,-14.7367,9.0068,53.5452
sweep_01.s2p,1230238500.0,-9.1211,-14.6364,9.1211,46.6431
sweep_01.s2p,1260237000.0,-9.3152,-13.5139,9.3152,62.4408
sweep_01.s2p,1290235500.0,-9.3521,-15.716,9.3521,55.7616
sweep_01.s2p,1320234000.0,-9.5174,-13.9759,9.5174,70.3926
sweep_01.s2p,1350232500.0,-9.5408,-15.9916,9.5408,69.4554
sweep_01.s2p,1380231000.0,-9.7694,-12.6121,9.7694,77.0339
sweep_01.s2p,1410229500.0,-9.7851,-14.1477,9.7851,75.1365
sweep_01.s2p,1440228000.0,-9.9824,-13.0741,9.9824,72.8702
sweep_01.s2p,1470226500.0,-10.0911,-13.2533,10.0911,72.609
sweep_01.s2p,1500225000.0,-10.1545,-12.7062,10.1545,65.8328
sweep_01.s2p,1530223500.0,-10.3082,-11.8732,10.3082,61.9392
sweep_01.s2p,1560222000.0,-10.3807,-12.9475,10.3807,53.718
sweep_01.s2p,1590220500.0,-10.6811,-11.4426,10.6811,49.2262
sweep_01.s2p,1620219000.0,-10.5901,-14.8061,10.5901,44.3284
sweep_01.s2p,1650217500.0,-10.707,-13.2854,10.707,40.4014
sweep_01.s2p,1680216000.0,-10.8352,-13.8245,10.8352,38.6364
sweep_01.s2p,1710214500.0,-10.965,-14.4922,10.965,36.9327
sweep_01.s2p,1740213000.0,-11.1256,-14.8289,11.1256,36.9981
sweep_01.s2p,1770211500.0,-11.4079,-17.3392,11.4079,34.0306
sweep_01.s2p,1800210000.0,-11.8634,-12.4096,11.8634,32.9053
sweep_01.s2p,1830208500.0,-11.7959,-15.7032,11.7959,34.0081
sweep_01.s2p,1860207000.0,-11.9747,-13.3119,11.9747,34.8386
sweep_01.s2p,1890205500.0,-12.0628,-14.1621,12.0628,35.3693
sweep_01.s2p,1920204000.0,-12.2305,-12.5876,12.2305,36.7493
sweep_01.s2p,1950202500.0,-12.4194,-11.5636,12.4194,38.5401
sweep_01.s2p,1980201000.0,-12.5007,-11.5621,12.5007,42.018
sweep_01.s2p,2010199500.0,-12.7349,-9.8487,12.7349,46.5912
sweep_01.s2p,2040198000.0,-12.7523,-10.4182,12.7523,53.7166
sweep_01.s2p,2070196500.0,-13.0452,-9.1577,13.0452,64.9953
sweep_01.s2p,2100195000.0,-13.0482,-10.33,13.0482,73.7507
sweep_01.s2p,2130193500.0,-13.3126,-8.9656,13.3126,84.6098
sweep_01.s2p,2160192000.0,-13.3204,-9.3443,13.3204,84.5294
sweep_01.s2p,2190190500.0,-13.4012,-8.6099,13.4012,85.041
sweep_01.s2p,2220189000.0,-13.4145,-8.6178,13.4145,78.8793
sweep_01.s2p,2250187500.0,-13.4457,-8.9053,13.4457,74.5429
sweep_01.s2p,2280186000.0,-13.7314,-7.9565,13.7314,72.4029
sweep_01.s2p,2310184500.0,-13.6849,-8.8402,13.6849,64.0273
sweep_01.s2p,2340183000.0,-13.9404,-7.9685,13.9404,62.2278
sweep_01.s2p,2370181500.0,-14.0581,-8.2926,14.0581,52.5738
sweep_01.s2p,2400180000.0,-14.2623,-8.1749,14.2623,50.4211
sweep_01.s2p,2430178500.0,-14.2422,-9.1361,14.2422,43.2928
sweep_01.s2p,2460177000.0,-14.2933,-10.1862,14.2933,40.117
sweep_01.s2p,2490175500.0,-14.5354,-9.4407,14.5354,37.5455
sweep_01.s2p,2520174000.0,-14.5713,-9.9856,14.5713,38.7237
sweep_01.s2p,2550172500.0,-14.8728,-9.1555,14.8728,39.3812
sweep_01.s2p,2580171000.0,-14.8619,-10.5365,14.8619,38.8743
sweep_01.s2p,2610169500.0,-15.0789,-9.8186,15.0789,39.9049
sweep_01.s2p,2640168000.0,-15.2017,-10.4854,15.2017,38.691
sweep_01.s2p,2670166500.0,-15.4222,-10.1081,15.4222,40.1885
sweep_01.s2p,2700165000.0,-15.6362,-9.4659,15.6362,38.6719
sweep_01.s2p,2730163500.0,-15.6918,-9.6418,15.6918,42.1
sweep_01.s2p,2760162000.0,-15.9642,-8.7427,15.9642,43.2356
sweep_01.s2p,2790160500.0,-16.0053,-9.311,16.0053,51.9179
sweep_01.s2p,2820159000.0,-16.2156,-8.3248,16.2156,58.0863
sweep_01.s2p,2850157500.0,-16.1831,-8.7949,16.1831,72.499
sweep_01.s2p,2880156000.0,-16.4007,-8.0437,16.4007,79.1785
sweep_01.s2p,2910154500.0,-16.5571,-7.9559,16.5571,80.3
sweep_01.s2p,2940153000.0,-16.6519,-7.8585,16.6519,78.5558
sweep_01.s2p,2970151500.0,-16.8518,-7.1526,16.8518,75.5387
sweep_01.s2p,3000150000.0,-16.7097,-7.4567,16.7097,72.4775
sweep_01.s2p,3030148500.0,-16.7517,-6.9008,16.7517,69.5526
sweep_01.s2p,3060147000.0,-16.6774,-6.9903,16.6774,66.3063
sweep_01.s2p,3090145500.0,-16.8043,-6.7339,16.8043,63.0325
sweep_01.s2p,3120144000.0,-16.913,-6.983,16.913,59.9439
sweep_01.s2p,3150142500.0,-17.3002,-6.7032,17.3002,56.7099
sweep_01.s2p,3180141000.0,-17.755,-6.1274,17.755,51.7895
sweep_01.s2p,3210139500.0,-17.6635,-6.3654,17.6635,48.7688
sweep_01.s2p,3240138000.0,-17.7378,-6.3502,17.7378,45.1196
sweep_01.s2p,3270136500.0,-17.7401,-6.9658,17.7401,44.132
sweep_01.s2p,3300135000.0,-17.956,-6.3958,17.956,45.5291
sweep_01.s2p,3330133500.0,-17.9371,-6.5554,17.9371,47.7146
sweep_01.s2p,3360132000.0,-18.0366,-6.5347,18.0366,49.5669
sweep_01.s2p,3390130500.0,-18.1275,-6.9445,18.1275,50.2374
sweep_01.s2p,3420129000.0,-18.2903,-7.2779,18.2903,51.3757
sweep_01.s2p,3450127500.0,-18.4876,-7.0637,18.4876,51.9959
sweep_01.s2p,3480126000.0,-18.5686,-7.48,18.5686,54.3131
sweep_01.s2p,3510124500.0,-18.9577,-7.4227,18.9577,57.4534
sweep_01.s2p,3540123000.0,-19.1979,-7.7608,19.1979,61.1388
sweep_01.s2p,3570121500.0,-19.3654,-7.2517,19.3654,64.8278
sweep_01.s2p,3600120000.0,-19.4189,-7.4263,19.4189,72.1692
sweep_01.s2p,3630118500.0,-19.7284,-7.6721,19.7284,74.8094
sweep_01.s2p,3660117000.0,-20.0896,-7.0346,20.0896,72.045
sweep_01.s2p,3690115500.0,-20.0429,-6.9843,20.0429,69.1821
sweep_01.s2p,3720114000.0,-20.1979,-5.953,20.1979,66.478
sweep_01.s2p,3750112500.0,-20.1483,-5.7958,20.1483,63.2881
sweep_01.s2p,3780111000.0,-20.2467,-5.3795,20.2467,60.6843
sweep_01.s2p,3810109500.0,-20.1096,-5.5293,20.1096,58.7732
sweep_01.s2p,3840108000.0,-20.2588,-5.3659,20.2588,56.9486
sweep_01.s2p,3870106500.0,-20.6272,-5.0122,20.6272,55.814
sweep_01.s2p,3900105000.0,-20.7808,-4.8132,20.7808,53.6591
sweep_01.s2p,3930103500.0,-21.0446,-4.3719,21.0446,50.8243
sweep_01.s2p,3960102000.0,-21.1943,-4.3896,21.1943,47.5929
sweep_01.s2p,3990100500.0,-21.5659,-3.9534,21.5659,47.4421
sweep_01.s2p,4020099000.0,-21.4765,-4.0707,21.4765,53.1158
sweep_01.s2p,4050097500.0,-21.6304,-4.0849,21.6304,58.5335
sweep_01.s2p,4080096000.0,-22.0808,-4.136,22.0808,61.7662
sweep_01.s2p,4110094500.0,-22.3817,-4.2352,22.3817,64.0224
sweep_01.s2p,4140093000.0,-22.3473,-4.2879,22.3473,65.4914
sweep_01.s2p,4170091500.0,-22.222,-4.4976,22.222,67.8376
sweep_01.s2p,4200090000.0,-22.4892,-4.5762,22.4892,70.4023
sweep_01.s2p,4230088500.0,-22.5132,-5.162,22.5132,72.3996
sweep_01.s2p,4260087000.0,-22.6079,-5.2015,22.6079,75.0204
sweep_01.s2p,4290085500.0,-22.724,-5.4449,22.724,78.8179
sweep_01.s2p,4320084000.0,-23.1677,-5.0831,23.1677,83.6445
sweep_01.s2p,4350082500.0,-23.5396,-5.006,23.5396,79.881
sweep_01.s2p,4380081000.0,-23.5687,-5.2745,23.5687,59.512
sweep_01.s2p,4410079500.0,-23.6945,-5.3201,23.6945,44.6019
sweep_01.s2p,4440078000.0,-23.6959,-5.5633,23.6959,42.1251
sweep_01.s2p,4470076500.0,-23.6294,-5.1275,23.6294,41.3972
sweep_01.s2p,4500075000.0,-23.653,-4.9404,23.653,42.0882
sweep_01.s2p,4530073500.0,-24.1224,-4.6093,24.1224,42.0145
sweep_01.s2p,4560072000.0,-24.6697,-4.5462,24.6697,42.2012
sweep_01.s2p,4590070500.0,-25.1177,-4.4191,25.1177,41.8064
sweep_01.s2p,4620069000.0,-25.7743,-4.1405,25.7743,41.3673
sweep_01.s2p,4650067500.0,-26.1755,-4.1345,26.1755,40.376
sweep_01.s2p,4680066000.0,-26.0901,-3.8444,26.0901,38.9865
sweep_01.s2p,4710064500.0,-25.2645,-3.8777,25.2645,36.1913
sweep_01.s2p,4740063000.0,-24.7993,-3.7449,24.7993,32.3854
sweep_01.s2p,4770061500.0,-24.495,-3.902,24.495,32.5486
sweep_01.s2p,4800060000.0,-24.6173,-3.8958,24.6173,40.0257
sweep_01.s2p,4830058500.0,-25.2101,-3.836,25.2101,56.7856
sweep_01.s2p,4860057000.0,-26.5352,-3.7978,26.5352,71.8017
sweep_01.s2p,4890055500.0,-28.2186,-3.7049,28.2186,80.3304
sweep_01.s2p,4920054000.0,-28.0796,-3.7412,28.0796,83.5171
sweep_01.s2p,4950052500.0,-27.3139,-3.5961,27.3139,86.1837
sweep_01.s2p,4980051000.0,-26.8267,-3.7431,26.8267,88.659
sweep_01.s2p,5010049500.0,-26.724,-3.7246,26.724,93.0921
sweep_01.s2p,5040048000.0,-26.3844,-3.7093,26.3844,100.4513
sweep_01.s2p,5070046500.0,-26.6923,-3.5541,26.6923,112.9442
sweep_01.s2p,5100045000.0,-28.1698,-3.6097,28.1698,121.1094
sweep_01.s2p,5130043500.0,-29.8708,-3.8896,29.8708,76.9669
sweep_01.s2p,5160042000.0,-30.4881,-4.1755,30.4881,42.1075
sweep_01.s2p,5190040500.0,-30.2094,-4.5385,30.2094,30.418
sweep_01.s2p,5220039000.0,-30.1096,-4.5789,30.1096,24.9377
sweep_01.s2p,5250037500.0,-28.651,-4.7659,28.651,23.8335
sweep_01.s2p,5280036000.0,-26.885,-4.8484,26.885,24.3157
sweep_01.s2p,5310034500.0,-26.1722,-5.0767,26.1722,26.665
sweep_01.s2p,5340033000.0,-27.105,-5.1412,27.105,28.4142
sweep_01.s2p,5370031500.0,-28.7638,-5.2496,28.7638,29.9033
sweep_01.s2p,5400030000.0,-30.1051,-5.3212,30.1051,30.464
sweep_01.s2p,5430028500.0,-32.0995,-5.2746,32.0995,30.072
sweep_01.s2p,5460027000.0,-36.0534,-5.2899,36.0534,28.7686
sweep_01.s2p,5490025500.0,-33.2845,-5.1235,33.2845,26.5242
sweep_01.s2p,5520024000.0,-28.8166,-5.1574,28.8166,24.7696
sweep_01.s2p,5550022500.0,-27.5143,-4.9448,27.5143,25.2136
sweep_01.s2p,5580021000.0,-27.3729,-4.8445,27.3729,29.9679
sweep_01.s2p,5610019500.0,-27.1972,-4.7895,27.1972,37.395
sweep_01.s2p,5640018000.0,-26.843,-4.9576,26.843,49.5014
sweep_01.s2p,5670016500.0,-27.6103,-5.2024,27.6103,65.5079
sweep_01.s2p,5700015000.0,-30.8625,-5.3402,30.8625,82.9004
sweep_01.s2p,5730013500.0,-36.4239,-5.3931,36.4239,97.7572
sweep_01.s2p,5760012000.0,-35.5631,-5.5329,35.5631,108.703
sweep_01.s2p,5790010500.0,-32.8816,-6.0433,32.8816,116.335
sweep_01.s2p,5820009000.0,-31.6164,-6.3755,31.6164,118.5487
sweep_01.s2p,5850007500.0,-29.6026,-6.5743,29.6026,107.9524
sweep_01.s2p,5880006000.0,-27.7163,-6.6896,27.7163,84.5723
sweep_01.s2p,5910004500.0,-26.9396,-6.9836,26.9396,62.1384
sweep_01.s2p,5940003000.0,-27.6151,-7.4992,27.6151,48.4051
sweep_01.s2p,5970001500.0,-29.246,-8.0588,29.246,39.1036
sweep_01.s2p,6000000000.0,-30.8996,-8.6928,30.8996,33.6247
