max_insertion_loss_db,min_return_loss_db,characteristic_impedance_ohm,insertion_loss_1MHz_db,insertion_loss_1MHz_db_per_m,insertion_loss_10MHz_db,insertion_loss_10MHz_db_per_m,insertion_loss_100MHz_db,insertion_loss_100MHz_db_per_m,insertion_loss_500MHz_db,insertion_loss_500MHz_db_per_m,insertion_loss_750MHz_db,insertion_loss_750MHz_db_per_m,insertion_loss_1GHz_db,insertion_loss_1GHz_db_per_m,insertion_loss_1500MHz_db,insertion_loss_1500MHz_db_per_m,insertion_loss_3GHz_db,insertion_loss_3GHz_db_per_m,filename,description,num_points,frequency_start_hz,frequency_stop_hz
-14.851,-1.5654,50.46,-0.169,-0.3379,-0.2211,-0.4423,-0.5515,-1.1031,-1.4346,-2.8693,-3.6893,-7.3787,-3.1164,-6.2327,-2.9144,-5.8289,-5.2703,-10.5407,sweep_01.s2p,nan,201,300000.0,6000000000.0
