filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.1933,-31.6615,0.1933,76.8224
sweep_01.s2p,30298500.0,-0.576,-17.9552,0.576,42.8637
sweep_01.s2p,60297000.0,-0.8793,-17.0003,0.8793,42.8754
sweep_01.s2p,90295500.0,-0.9753,-31.439,0.9753,47.6332
sweep_01.s2p,120294000.0,-1.1681,-17.6875,1.1681,35.5113
sweep_01.s2p,150292500.0,-1.4072,-15.5281,1.4072,41.1597
sweep_01.s2p,180291000.0,-1.4361,-24.0366,1.4361,46.8998
sweep_01.s2p,210289500.0,-1.5984,-17.5397,1.5984,53.662
sweep_01.s2p,240288000.0,-1.8222,-14.2465,1.8222,35.9641
sweep_01.s2p,270286500.0,-1.8109,-20.2818,1.8109,45.8517
sweep_01.s2p,300285000.0,-2.0182,-17.4664,2.0182,61.4595
sweep_01.s2p,330283500.0,-2.1611,-13.2721,2.1611,26.1093
sweep_01.s2p,360282000.0,-2.1028,-17.7857,2.1028,44.4014
sweep_01.s2p,390280500.0,-2.2707,-15.4089,2.2707,59.1757
sweep_01.s2p,420279000.0,-2.4646,-12.2631,2.4646,79.4307
sweep_01.s2p,450277500.0,-2.3267,-16.3239,2.3267,41.4122
sweep_01.s2p,480276000.0,-2.555,-14.0291,2.555,60.3624
sweep_01.s2p,510274500.0,-2.7983,-11.5325,2.7983,72.3807
sweep_01.s2p,540273000.0,-2.6324,-15.0711,2.6324,69.3819
sweep_01.s2p,570271500.0,-2.8765,-12.3753,2.8765,67.6039
sweep_01.s2p,600270000.0,-3.093,-10.629,3.093,70.112
sweep_01.s2p,630268500.0,-2.9976,-14.0836,2.9976,61.5454
sweep_01.s2p,660267000.0,-3.2739,-11.0648,3.2739,72.36
sweep_01.s2p,690265500.0,-3.4383,-10.0555,3.4383,73.8971
sweep_01.s2p,720264000.0,-3.3149,-13.224,3.3149,54.7591
sweep_01.s2p,750262500.0,-3.6337,-9.6621,3.6337,31.8057
sweep_01.s2p,780261000.0,-3.7736,-9.1808,3.7736,69.2263
sweep_01.s2p,810259500.0,-3.6874,-12.1395,3.6874,50.9489
sweep_01.s2p,840258000.0,-4.308,-8.3508,4.308,32.3292
sweep_01.s2p,870256500.0,-4.2771,-8.5488,4.2771,27.5828
sweep_01.s2p,900255000.0,-4.1898,-10.5181,4.1898,44.9023
