max_insertion_loss_db,min_return_loss_db,characteristic_impedance_ohm,insertion_loss_1MHz_db,insertion_loss_1MHz_db_per_m,insertion_loss_10MHz_db,insertion_loss_10MHz_db_per_m,insertion_loss_100MHz_db,insertion_loss_100MHz_db_per_m,insertion_loss_500MHz_db,insertion_loss_500MHz_db_per_m,insertion_loss_750MHz_db,insertion_loss_750MHz_db_per_m,insertion_loss_1GHz_db,insertion_loss_1GHz_db_per_m,insertion_loss_1500MHz_db,insertion_loss_1500MHz_db_per_m,insertion_loss_3GHz_db,insertion_loss_3GHz_db_per_m,filename,description,num_points,frequency_start_hz,frequency_stop_hz
-22.5947,-3.8999,51.64,-0.2377,-0.2122,-0.3025,-0.2701,-1.0955,-0.9782,-2.666,-2.3804,-3.2994,-2.9459,-4.0494,-3.6155,-5.1441,-4.5929,-8.9235,-7.9675,sweep_01.s2p,nan,201,300000.0,6000000000.0
