filename,frequency_hz,s21_db,s11_db,attenuation_db,impedance_ohm
sweep_01.s2p,300000.0,-0.2066,-30.5199,0.2066,72.0088
sweep_01.s2p,30298500.0,-0.6724,-23.1702,0.6724,50.1022
sweep_01.s2p,60297000.0,-1.0058,-24.9522,1.0058,46.1194
sweep_01.s2p,90295500.0,-1.2359,-29.0307,1.2359,54.0652
sweep_01.s2p,120294000.0,-1.4411,-22.6315,1.4411,46.7718
sweep_01.s2p,150292500.0,-1.6753,-23.6584,1.6753,41.4036
sweep_01.s2p,180291000.0,-1.8078,-26.6938,1.8078,47.6302
sweep_01.s2p,210289500.0,-2.0138,-20.5317,2.0138,43.9523
sweep_01.s2p,240288000.0,-2.1098,-33.9391,2.1098,44.9795
sweep_01.s2p,270286500.0,-2.2876,-20.3008,2.2876,43.1966
sweep_01.s2p,300285000.0,-2.3721,-24.9611,2.3721,45.1852
sweep_01.s2p,330283500.0,-2.4992,-23.2625,2.4992,39.1636
sweep_01.s2p,360282000.0,-2.6159,-21.8161,2.6159,44.2383
sweep_01.s2p,390280500.0,-2.7357,-27.5019,2.7357,52.5965
sweep_01.s2p,420279000.0,-2.839,-20.8491,2.839,39.7094
sweep_01.s2p,450277500.0,-2.8443,-30.477,2.8443,51.6557
sweep_01.s2p,480276000.0,-3.0898,-18.1375,3.0898,62.952
sweep_01.s2p,510274500.0,-3.1246,-28.2162,3.1246,47.4521
sweep_01.s2p,540273000.0,-3.214,-19.1221,3.214,58.6854
sweep_01.s2p,570271500.0,-3.3292,-21.4561,3.3292,59.8923
sweep_01.s2p,600270000.0,-3.4298,-21.0153,3.4298,58.0981
sweep_01.s2p,630268500.0,-3.5472,-18.3166,3.5472,61.3162
sweep_01.s2p,660267000.0,-3.5885,-26.5557,3.5885,61.0025
sweep_01.s2p,690265500.0,-3.7326,-17.9112,3.7326,60.2725
sweep_01.s2p,720264000.0,-3.7319,-24.9952,3.7319,51.9132
sweep_01.s2p,750262500.0,-3.8033,-17.3481,3.8033,63.0529
sweep_01.s2p,780261000.0,-3.8397,-23.8761,3.8397,52.6954
sweep_01.s2p,810259500.0,-4.0514,-17.5343,4.0514,39.4381
sweep_01.s2p,840258000.0,-4.0821,-20.7128,4.0821,53.4757
sweep_01.s2p,870256500.0,-4.1698,-18.4699,4.1698,41.195
sweep_01.s2p,900255000.0,-4.2952,-16.6259,4.2952,34.8075
sweep_01.s2p,930253500.0,-4.3303,-21.9813,4.3303,41.6413
sweep_01.s2p,960252000.0,-4.5422,-14.7919,4.5422,36.5007
sweep_01.s2p,990250500.0,-4.4948,-24.6691,4.4948,35.6988
sweep_01.s2p,1020249000.0,-4.7529,-13.504,4.7529,35.003
sweep_01.s2p,1050247500.0,-4.7191,-18.8887,4.7191,39.4955
sweep_01.s2p,1080246000.0,-4.8839,-14.7092,4.8839,30.1371
sweep_01.s2p,1110244500.0,-4.9668,-14.8786,4.9668,38.339
sweep_01.s2p,1140243000.0,-5.0473,-16.2863,5.0473,48.6032
sweep_01.s2p,1170241500.0,-5.2758,-12.0086,5.2758,31.4954
sweep_01.s2p,1200240000.0,-5.1025,-19.4656,5.1025,50.2346
sweep_01.s2p,1230238500.0,-5.3982,-11.3869,5.3982,49.2904
sweep_01.s2p,1260237000.0,-5.2746,-16.3157,5.2746,46.2758
sweep_01.s2p,1290235500.0,-5.5679,-11.6047,5.5679,70.2333
sweep_01.s2p,1320234000.0,-5.5827,-12.4452,5.5827,56.6371
sweep_01.s2p,1350232500.0,-5.6048,-13.4956,5.6048,67.691
sweep_01.s2p,1380231000.0,-5.833,-10.5157,5.833,81.8308
sweep_01.s2p,1410229500.0,-5.6185,-15.2477,5.6185,74.1241
sweep_01.s2p,1440228000.0,-6.0007,-10.0259,6.0007,76.9291
sweep_01.s2p,1470226500.0,-5.7757,-14.1267,5.7757,69.2571
sweep_01.s2p,1500225000.0,-5.9455,-11.3419,5.9455,75.9826
sweep_01.s2p,1530223500.0,-5.8944,-12.9367,5.8944,62.308
