phase,vth,polarity,hits,errors
0,0,0,16735,0
0,0,1,16071,0
0,2,0,16711,0
0,2,1,16109,0
0,4,0,16680,0
0,4,1,16142,0
0,6,0,16632,0
0,6,1,16006,0
0,8,0,16713,0
0,8,1,16142,0
0,10,0,16673,0
0,10,1,16143,0
0,12,0,16713,2
0,12,1,16139,4
0,14,0,16582,58
0,14,1,16218,29
0,16,0,16588,365
0,16,1,16133,264
0,18,0,16651,1470
0,18,1,16190,1374
0,20,0,16674,3664
0,20,1,16104,3502
0,22,0,16611,6142
0,22,1,16125,6212
0,24,0,16591,9116
0,24,1,16061,8689
0,26,0,16287,12047
0,26,1,16161,11185
0,28,0,16369,14734
0,28,1,16161,14204
0,30,0,16527,16149
0,30,1,16128,15868
0,32,0,16387,16361
0,32,1,16160,16148
0,34,0,16410,16410
0,34,1,16069,16069
0,36,0,16363,16363
0,36,1,16109,16109
0,38,0,16285,16285
0,38,1,16171,16171
0,40,0,16287,16287
0,40,1,16065,16065
0,42,0,16386,16386
0,42,1,16116,16116
0,44,0,16281,16281
0,44,1,16185,16185
0,46,0,16364,16364
0,46,1,16224,16224
0,48,0,16351,16351
0,48,1,16181,16181
0,50,0,16397,16397
0,50,1,16078,16078
0,52,0,16423,16423
0,52,1,16071,16071
0,54,0,16403,16403
0,54,1,16077,16077
0,56,0,16545,16545
0,56,1,16050,16050
0,58,0,16477,16477
0,58,1,16089,16089
0,60,0,16353,16353
0,60,1,16102,16102
0,62,0,16384,16384
0,62,1,16199,16199
2,0,0,16643,0
2,0,1,16094,0
2,2,0,16513,0
2,2,1,16121,0
2,4,0,16621,0
2,4,1,16088,0
2,6,0,16542,0
2,6,1,16160,0
2,8,0,16598,0
2,8,1,16121,0
2,10,0,16592,0
2,10,1,16173,0
2,12,0,16593,1
2,12,1,16156,2
2,14,0,16575,50
2,14,1,16072,31
2,16,0,16578,387
2,16,1,16216,284
2,18,0,16646,1453
2,18,1,16086,1386
2,20,0,16727,3640
2,20,1,16033,3588
2,22,0,16627,6467
2,22,1,16080,6367
