lane_id,channel,rate_gbps,linked,eye_csv,eye_area_ratio,zero_error_fraction,eye_height_mv,eye_width_ui,eye_png,margin_csv,link_margin_mv,error_onset_mv,num_margin_points,num_margin_runs
fwd_3g,forward,3.0,True,eye_fwd_3g.csv,0.258545,0.239746,216.562,0.875,eye_fwd_3g.png,margin_fwd_3g.csv,50.0,,37,3
fwd_6g,forward,6.0,True,eye_fwd_6g.csv,0.132324,0.109131,157.5,0.78125,eye_fwd_6g.png,margin_fwd_6g.csv,190.0,180.0,31,3
rev_187m_fwd3g,reverse,0.1875,True,eye_rev_187m_fwd3g.csv,0.240967,0.19873,157.5,2.0,eye_rev_187m_fwd3g.png,margin_rev_187m_fwd3g.csv,100.0,90.0,18,3
rev_187m_fwd6g,reverse,0.1875,True,eye_rev_187m_fwd6g.csv,0.15625,0.126465,98.438,2.0,eye_rev_187m_fwd6g.png,margin_rev_187m_fwd6g.csv,80.0,70.0,20,3
